method,kappa,size,mode,repeat,position,cost,duration_s
Co-HeT,2,50,sample1280,2,89,13.799928665161133,0.31726956367492676
Co-HeT,2,50,sample1280,2,90,12.855622291564941,0.316422700881958
Co-HeT,2,50,sample1280,2,91,15.273529052734375,0.3166036605834961
Co-HeT,2,50,sample1280,2,92,14.47606086730957,0.3175811767578125
Co-HeT,2,50,sample1280,2,93,13.715476036071777,0.3165283203125
Co-HeT,2,50,sample1280,2,94,15.322694778442383,0.32451319694519043
Co-HeT,2,50,sample1280,2,95,14.355780601501465,0.31649208068847656
Co-HeT,2,50,sample1280,2,96,14.14925479888916,0.316281795501709
Co-HeT,2,50,sample1280,2,97,14.626701354980469,0.31615424156188965
Co-HeT,2,50,sample1280,2,98,13.664261817932129,0.3167273998260498
Co-HeT,2,50,sample1280,2,99,15.550692558288574,0.3164958953857422
Co-HeT,2,50,sample1280,2,100,16.773889541625977,0.315936803817749
Co-HeT,2,50,sample1280,3,1,14.762035369873047,0.9335999488830566
Co-HeT,2,50,sample1280,3,2,14.783760070800781,0.31845903396606445
Co-HeT,2,50,sample1280,3,3,14.769222259521484,0.3195798397064209
Co-HeT,2,50,sample1280,3,4,13.784683227539062,0.3173706531524658
Co-HeT,2,50,sample1280,3,5,15.176590919494629,0.315967321395874
Co-HeT,2,50,sample1280,3,6,16.767822265625,0.320021390914917
Co-HeT,2,50,sample1280,3,7,13.874917030334473,0.3162689208984375
Co-HeT,2,50,sample1280,3,8,15.171443939208984,0.3156750202178955
Co-HeT,2,50,sample1280,3,9,14.06817626953125,0.3164658546447754
Co-HeT,2,50,sample1280,3,10,16.814308166503906,0.31752538681030273
Co-HeT,2,50,sample1280,3,11,15.981749534606934,0.32002854347229004
Co-HeT,2,50,sample1280,3,12,14.272669792175293,0.31614232063293457
Co-HeT,2,50,sample1280,3,13,14.264692306518555,0.31816840171813965
Co-HeT,2,50,sample1280,3,14,14.887703895568848,0.3170497417449951
Co-HeT,2,50,sample1280,3,15,16.13335418701172,0.3160855770111084
Co-HeT,2,50,sample1280,3,16,14.81179428100586,0.3179049491882324
Co-HeT,2,50,sample1280,3,17,13.687139511108398,0.3172121047973633
Co-HeT,2,50,sample1280,3,18,15.05744457244873,0.32329249382019043
Co-HeT,2,50,sample1280,3,19,14.8980073928833,0.31874537467956543
Co-HeT,2,50,sample1280,3,20,16.037446975708008,0.31605052947998047
Co-HeT,2,50,sample1280,3,21,16.0964298248291,0.31615495681762695
Co-HeT,2,50,sample1280,3,22,14.503399848937988,0.31778764724731445
Co-HeT,2,50,sample1280,3,23,14.380254745483398,0.315704345703125
Co-HeT,2,50,sample1280,3,24,14.42514419555664,0.31711864471435547
Co-HeT,2,50,sample1280,3,25,14.338279724121094,0.3180525302886963
Co-HeT,2,50,sample1280,3,26,15.003673553466797,0.3273193836212158
Co-HeT,2,50,sample1280,3,27,11.998421669006348,0.31766819953918457
Co-HeT,2,50,sample1280,3,28,16.354045867919922,0.3165886402130127
Co-HeT,2,50,sample1280,3,29,16.02916145324707,0.318767786026001
Co-HeT,2,50,sample1280,3,30,15.32100772857666,0.3164234161376953
Co-HeT,2,50,sample1280,3,31,14.271968841552734,0.3177309036254883
Co-HeT,2,50,sample1280,3,32,14.02834415435791,0.3187439441680908
Co-HeT,2,50,sample1280,3,33,13.493151664733887,0.31597065925598145
Co-HeT,2,50,sample1280,3,34,14.413148880004883,0.3169384002685547
Co-HeT,2,50,sample1280,3,35,16.359485626220703,0.31754446029663086
Co-HeT,2,50,sample1280,3,36,15.240432739257812,0.3160066604614258
Co-HeT,2,50,sample1280,3,37,15.524679183959961,0.31601953506469727
Co-HeT,2,50,sample1280,3,38,15.837926864624023,0.32009291648864746
Co-HeT,2,50,sample1280,3,39,16.585630416870117,0.31599855422973633
Co-HeT,2,50,sample1280,3,40,14.80978012084961,0.31592798233032227
Co-HeT,2,50,sample1280,3,41,17.101367950439453,0.3174905776977539
Co-HeT,2,50,sample1280,3,42,15.044299125671387,0.31861376762390137
Co-HeT,2,50,sample1280,3,43,13.5966215133667,0.3159010410308838
Co-HeT,2,50,sample1280,3,44,15.28931999206543,0.3238534927368164
Co-HeT,2,50,sample1280,3,45,15.496404647827148,0.3186631202697754
Co-HeT,2,50,sample1280,3,46,16.66923713684082,0.3171513080596924
Co-HeT,2,50,sample1280,3,47,13.66324234008789,0.31603050231933594
Co-HeT,2,50,sample1280,3,48,17.366689682006836,0.3186028003692627
Co-HeT,2,50,sample1280,3,49,17.125492095947266,0.3169417381286621
Co-HeT,2,50,sample1280,3,50,17.07744026184082,0.317185640335083
Co-HeT,2,50,sample1280,3,51,15.04067611694336,0.3186039924621582
Co-HeT,2,50,sample1280,3,52,15.477699279785156,0.3242671489715576
Co-HeT,2,50,sample1280,3,53,14.831905364990234,0.3181493282318115
Co-HeT,2,50,sample1280,3,54,15.934377670288086,0.3188745975494385
Co-HeT,2,50,sample1280,3,55,13.24177360534668,0.3164496421813965
Co-HeT,2,50,sample1280,3,56,15.180541038513184,0.31610631942749023
Co-HeT,2,50,sample1280,3,57,14.348052978515625,0.3164541721343994
Co-HeT,2,50,sample1280,3,58,15.384382247924805,0.3179481029510498
Co-HeT,2,50,sample1280,3,59,14.748758316040039,0.3177309036254883
Co-HeT,2,50,sample1280,3,60,14.920137405395508,0.3172876834869385
Co-HeT,2,50,sample1280,3,61,12.369199752807617,0.317948579788208
Co-HeT,2,50,sample1280,3,62,12.8650541305542,0.318650484085083
Co-HeT,2,50,sample1280,3,63,16.195608139038086,0.3162837028503418
Co-HeT,2,50,sample1280,3,64,12.133894920349121,0.31795620918273926
Co-HeT,2,50,sample1280,3,65,14.950410842895508,0.3177039623260498
Co-HeT,2,50,sample1280,3,66,16.119657516479492,0.3170037269592285
Co-HeT,2,50,sample1280,3,67,14.486281394958496,0.3190000057220459
Co-HeT,2,50,sample1280,3,68,11.088027000427246,0.3155555725097656
Co-HeT,2,50,sample1280,3,69,16.004131317138672,0.31659960746765137
Co-HeT,2,50,sample1280,3,70,16.928895950317383,0.3176541328430176
Co-HeT,2,50,sample1280,3,71,12.794540405273438,0.31618309020996094
Co-HeT,2,50,sample1280,3,72,15.277624130249023,0.3224809169769287
Co-HeT,2,50,sample1280,3,73,14.37846565246582,0.3159520626068115
Co-HeT,2,50,sample1280,3,74,14.17381477355957,0.3168365955352783
Co-HeT,2,50,sample1280,3,75,14.682831764221191,0.3154928684234619
Co-HeT,2,50,sample1280,3,76,12.718183517456055,0.3164174556732178
Co-HeT,2,50,sample1280,3,77,12.80461597442627,0.3172948360443115
Co-HeT,2,50,sample1280,3,78,16.44765853881836,0.31554746627807617
Co-HeT,2,50,sample1280,3,79,14.369362831115723,0.3154621124267578
Co-HeT,2,50,sample1280,3,80,13.892151832580566,0.3189716339111328
Co-HeT,2,50,sample1280,3,81,15.9862699508667,0.31596946716308594
Co-HeT,2,50,sample1280,3,82,14.644408226013184,0.3160982131958008
Co-HeT,2,50,sample1280,3,83,14.029806137084961,0.3194553852081299
Co-HeT,2,50,sample1280,3,84,14.837140083312988,0.31640052795410156
Co-HeT,2,50,sample1280,3,85,11.98425579071045,0.3160827159881592
Co-HeT,2,50,sample1280,3,86,16.106740951538086,0.31989288330078125
Co-HeT,2,50,sample1280,3,87,17.380876541137695,0.3154740333557129
Co-HeT,2,50,sample1280,3,88,14.883222579956055,0.31562113761901855
Co-HeT,2,50,sample1280,3,89,13.64993953704834,0.3162674903869629
Co-HeT,2,50,sample1280,3,90,12.94791030883789,0.31784963607788086
Co-HeT,2,50,sample1280,3,91,15.082110404968262,0.31616997718811035
Co-HeT,2,50,sample1280,3,92,14.592308044433594,0.316023588180542
Co-HeT,2,50,sample1280,3,93,13.671974182128906,0.3178088665008545
Co-HeT,2,50,sample1280,3,94,15.276859283447266,0.32433176040649414
Co-HeT,2,50,sample1280,3,95,14.294233322143555,0.31575989723205566
Co-HeT,2,50,sample1280,3,96,14.162005424499512,0.3173255920410156
Co-HeT,2,50,sample1280,3,97,14.563681602478027,0.3154575824737549
Co-HeT,2,50,sample1280,3,98,13.83062744140625,0.31626176834106445
Co-HeT,2,50,sample1280,3,99,15.58456802368164,0.3176908493041992
Co-HeT,2,50,sample1280,3,100,16.754249572753906,0.3154611587524414
Co-HeT,2,50,sample1280,4,1,14.68177604675293,0.9295241832733154
Co-HeT,2,50,sample1280,4,2,14.67965030670166,0.3071012496948242
Co-HeT,2,50,sample1280,4,3,14.957483291625977,0.3072829246520996
Co-HeT,2,50,sample1280,4,4,13.906601905822754,0.3069925308227539
Co-HeT,2,50,sample1280,4,5,15.154389381408691,0.30695438385009766
Co-HeT,2,50,sample1280,4,6,16.790122985839844,0.3064577579498291
Co-HeT,2,50,sample1280,4,7,13.989616394042969,0.3073287010192871
Co-HeT,2,50,sample1280,4,8,15.125154495239258,0.30696964263916016
Co-HeT,2,50,sample1280,4,9,14.033422470092773,0.3068885803222656
Co-HeT,2,50,sample1280,4,10,16.79878044128418,0.3066825866699219
Co-HeT,2,50,sample1280,4,11,15.950572967529297,0.3078017234802246
Co-HeT,2,50,sample1280,4,12,14.275217056274414,0.30649852752685547
Co-HeT,2,50,sample1280,4,13,14.264693260192871,0.306304931640625
Co-HeT,2,50,sample1280,4,14,14.983914375305176,0.3069000244140625
Co-HeT,2,50,sample1280,4,15,16.165191650390625,0.30629587173461914
Co-HeT,2,50,sample1280,4,16,14.770044326782227,0.3075246810913086
Co-HeT,2,50,sample1280,4,17,13.669867515563965,0.3064866065979004
Co-HeT,2,50,sample1280,4,18,15.141336441040039,0.3112664222717285
Co-HeT,2,50,sample1280,4,19,14.892212867736816,0.3064737319946289
Co-HeT,2,50,sample1280,4,20,15.873552322387695,0.30631494522094727
Co-HeT,2,50,sample1280,4,21,16.09642791748047,0.3070206642150879
Co-HeT,2,50,sample1280,4,22,14.537286758422852,0.3064255714416504
Co-HeT,2,50,sample1280,4,23,14.311450958251953,0.30660057067871094
Co-HeT,2,50,sample1280,4,24,14.549980163574219,0.3067150115966797
Co-HeT,2,50,sample1280,4,25,14.351663589477539,0.306957483291626
Co-HeT,2,50,sample1280,4,26,14.925009727478027,0.30757832527160645
Co-HeT,2,50,sample1280,4,27,12.054919242858887,0.31427574157714844
Co-HeT,2,50,sample1280,4,28,16.276294708251953,0.3074338436126709
Co-HeT,2,50,sample1280,4,29,16.051786422729492,0.30739331245422363
Co-HeT,2,50,sample1280,4,30,15.32100772857666,0.3068408966064453
Co-HeT,2,50,sample1280,4,31,14.190879821777344,0.3069932460784912
Co-HeT,2,50,sample1280,4,32,13.78651237487793,0.30677294731140137
Co-HeT,2,50,sample1280,4,33,13.488140106201172,0.30676889419555664
Co-HeT,2,50,sample1280,4,34,14.517067909240723,0.30698704719543457
Co-HeT,2,50,sample1280,4,35,16.495349884033203,0.30729031562805176
Co-HeT,2,50,sample1280,4,36,15.271573066711426,0.3130149841308594
Co-HeT,2,50,sample1280,4,37,15.323648452758789,0.306804895401001
Co-HeT,2,50,sample1280,4,38,15.83792495727539,0.3067960739135742
Co-HeT,2,50,sample1280,4,39,16.74707794189453,0.3074028491973877
Co-HeT,2,50,sample1280,4,40,14.891332626342773,0.3068516254425049
Co-HeT,2,50,sample1280,4,41,17.00820541381836,0.30702781677246094
Co-HeT,2,50,sample1280,4,42,15.069560050964355,0.3069489002227783
Co-HeT,2,50,sample1280,4,43,13.619916915893555,0.3077874183654785
Co-HeT,2,50,sample1280,4,44,15.426734924316406,0.3068664073944092
Co-HeT,2,50,sample1280,4,45,15.384286880493164,0.31554532051086426
Co-HeT,2,50,sample1280,4,46,16.58743667602539,0.30713796615600586
Co-HeT,2,50,sample1280,4,47,13.692282676696777,0.3066434860229492
Co-HeT,2,50,sample1280,4,48,17.267702102661133,0.30638861656188965
Co-HeT,2,50,sample1280,4,49,17.234352111816406,0.3082122802734375
Co-HeT,2,50,sample1280,4,50,17.07744026184082,0.30702877044677734
Co-HeT,2,50,sample1280,4,51,15.0007905960083,0.3067443370819092
Co-HeT,2,50,sample1280,4,52,15.545549392700195,0.30678510665893555
Co-HeT,2,50,sample1280,4,53,14.668078422546387,0.3065509796142578
Co-HeT,2,50,sample1280,4,54,15.861257553100586,0.30740928649902344
Co-HeT,2,50,sample1280,4,55,13.223978996276855,0.3065612316131592
Co-HeT,2,50,sample1280,4,56,15.169631958007812,0.3064842224121094
Co-HeT,2,50,sample1280,4,57,14.237955093383789,0.306948184967041
Co-HeT,2,50,sample1280,4,58,15.510318756103516,0.3066442012786865
Co-HeT,2,50,sample1280,4,59,14.644527435302734,0.3066849708557129
Co-HeT,2,50,sample1280,4,60,14.884778022766113,0.3070378303527832
Co-HeT,2,50,sample1280,4,61,12.285685539245605,0.30803346633911133
Co-HeT,2,50,sample1280,4,62,12.842872619628906,0.3078467845916748
Co-HeT,2,50,sample1280,4,63,16.34900665283203,0.3103666305541992
Co-HeT,2,50,sample1280,4,64,11.866811752319336,0.3073127269744873
Co-HeT,2,50,sample1280,4,65,14.937820434570312,0.3151130676269531
Co-HeT,2,50,sample1280,4,66,15.992815017700195,0.31015706062316895
Co-HeT,2,50,sample1280,4,67,14.496190071105957,0.30968427658081055
Co-HeT,2,50,sample1280,4,68,10.940377235412598,0.3099081516265869
Co-HeT,2,50,sample1280,4,69,15.937033653259277,0.3114802837371826
Co-HeT,2,50,sample1280,4,70,16.783395767211914,0.31081724166870117
Co-HeT,2,50,sample1280,4,71,12.765129089355469,0.3109266757965088
Co-HeT,2,50,sample1280,4,72,15.469837188720703,0.31026721000671387
Co-HeT,2,50,sample1280,4,73,14.38969612121582,0.31038761138916016
Co-HeT,2,50,sample1280,4,74,14.176000595092773,0.31077027320861816
Co-HeT,2,50,sample1280,4,75,14.641082763671875,0.3105030059814453
Co-HeT,2,50,sample1280,4,76,12.74674129486084,0.3103446960449219
Co-HeT,2,50,sample1280,4,77,12.668594360351562,0.30765771865844727
Co-HeT,2,50,sample1280,4,78,16.44765853881836,0.3074636459350586
Co-HeT,2,50,sample1280,4,79,14.381994247436523,0.30794811248779297
Co-HeT,2,50,sample1280,4,80,14.077396392822266,0.3089125156402588
Co-HeT,2,50,sample1280,4,81,15.986268997192383,0.30870532989501953
Co-HeT,2,50,sample1280,4,82,14.7795991897583,0.3083653450012207
Co-HeT,2,50,sample1280,4,83,14.126803398132324,0.30677247047424316
Co-HeT,2,50,sample1280,4,84,14.841424942016602,0.30939269065856934
Co-HeT,2,50,sample1280,4,85,11.884896278381348,0.3075530529022217
Co-HeT,2,50,sample1280,4,86,16.138704299926758,0.3074347972869873
Co-HeT,2,50,sample1280,4,87,17.486963272094727,0.31557154655456543
Co-HeT,2,50,sample1280,4,88,14.885202407836914,0.30825209617614746
Co-HeT,2,50,sample1280,4,89,13.785558700561523,0.30738091468811035
Co-HeT,2,50,sample1280,4,90,12.962223052978516,0.30878424644470215
Co-HeT,2,50,sample1280,4,91,15.159695625305176,0.30795741081237793
Co-HeT,2,50,sample1280,4,92,14.432761192321777,0.3077678680419922
Co-HeT,2,50,sample1280,4,93,13.652164459228516,0.30787205696105957
Co-HeT,2,50,sample1280,4,94,15.332788467407227,0.30832695960998535
Co-HeT,2,50,sample1280,4,95,14.244729995727539,0.3075387477874756
Co-HeT,2,50,sample1280,4,96,14.172006607055664,0.30692195892333984
Co-HeT,2,50,sample1280,4,97,14.639089584350586,0.3065609931945801
Co-HeT,2,50,sample1280,4,98,13.397024154663086,0.30677294731140137
Co-HeT,2,50,sample1280,4,99,15.583759307861328,0.3159615993499756
Co-HeT,2,50,sample1280,4,100,16.780582427978516,0.30663275718688965
Co-HeT,2,50,sample1280,5,1,14.626977920532227,0.9471118450164795
Co-HeT,2,50,sample1280,5,2,14.88574504852295,0.3096773624420166
Co-HeT,2,50,sample1280,5,3,14.863231658935547,0.3096797466278076
Co-HeT,2,50,sample1280,5,4,13.883319854736328,0.31030845642089844
Co-HeT,2,50,sample1280,5,5,15.08613109588623,0.31053709983825684
Co-HeT,2,50,sample1280,5,6,16.837553024291992,0.3096437454223633
Co-HeT,2,50,sample1280,5,7,13.821795463562012,0.3092942237854004
Co-HeT,2,50,sample1280,5,8,15.233734130859375,0.3096177577972412
Co-HeT,2,50,sample1280,5,9,14.065372467041016,0.30895376205444336
Co-HeT,2,50,sample1280,5,10,16.82332420349121,0.3092179298400879
Co-HeT,2,50,sample1280,5,11,15.975366592407227,0.3103365898132324
Co-HeT,2,50,sample1280,5,12,14.269688606262207,0.30916714668273926
Co-HeT,2,50,sample1280,5,13,14.278169631958008,0.3096587657928467
Co-HeT,2,50,sample1280,5,14,14.954102516174316,0.31006407737731934
Co-HeT,2,50,sample1280,5,15,16.045360565185547,0.30936717987060547
Co-HeT,2,50,sample1280,5,16,14.737528800964355,0.30923032760620117
Co-HeT,2,50,sample1280,5,17,13.707263946533203,0.3094329833984375
Co-HeT,2,50,sample1280,5,18,15.056817054748535,0.31510114669799805
Co-HeT,2,50,sample1280,5,19,14.8980073928833,0.3093435764312744
Co-HeT,2,50,sample1280,5,20,16.082439422607422,0.30919671058654785
Co-HeT,2,50,sample1280,5,21,16.09642791748047,0.31030964851379395
Co-HeT,2,50,sample1280,5,22,14.52548885345459,0.30885934829711914
Co-HeT,2,50,sample1280,5,23,14.321305274963379,0.30956029891967773
Co-HeT,2,50,sample1280,5,24,14.74512004852295,0.3097352981567383
Co-HeT,2,50,sample1280,5,25,14.308533668518066,0.3093538284301758
Co-HeT,2,50,sample1280,5,26,14.917898178100586,0.30921196937561035
Co-HeT,2,50,sample1280,5,27,12.009148597717285,0.31792259216308594
Co-HeT,2,50,sample1280,5,28,16.33369255065918,0.3103752136230469
Co-HeT,2,50,sample1280,5,29,16.02916145324707,0.3096609115600586
Co-HeT,2,50,sample1280,5,30,15.32100772857666,0.30859947204589844
Co-HeT,2,50,sample1280,5,31,14.184124946594238,0.3085775375366211
Co-HeT,2,50,sample1280,5,32,14.017914772033691,0.3086521625518799
Co-HeT,2,50,sample1280,5,33,13.138367652893066,0.3084702491760254
Co-HeT,2,50,sample1280,5,34,14.464486122131348,0.30840611457824707
Co-HeT,2,50,sample1280,5,35,16.426525115966797,0.30895161628723145
Co-HeT,2,50,sample1280,5,36,15.354391098022461,0.31346631050109863
Co-HeT,2,50,sample1280,5,37,15.473994255065918,0.30860233306884766
Co-HeT,2,50,sample1280,5,38,15.771745681762695,0.30861783027648926
Co-HeT,2,50,sample1280,5,39,16.64337921142578,0.3085598945617676
Co-HeT,2,50,sample1280,5,40,14.883586883544922,0.30866503715515137
Co-HeT,2,50,sample1280,5,41,17.038801193237305,0.3087165355682373
Co-HeT,2,50,sample1280,5,42,15.027466773986816,0.3090522289276123
Co-HeT,2,50,sample1280,5,43,13.847472190856934,0.3088798522949219
Co-HeT,2,50,sample1280,5,44,15.351473808288574,0.3088359832763672
Co-HeT,2,50,sample1280,5,45,15.416778564453125,0.315671443939209
Co-HeT,2,50,sample1280,5,46,16.747766494750977,0.3089890480041504
Co-HeT,2,50,sample1280,5,47,13.645761489868164,0.30878281593322754
Co-HeT,2,50,sample1280,5,48,17.298492431640625,0.3087306022644043
Co-HeT,2,50,sample1280,5,49,17.184545516967773,0.3088538646697998
Co-HeT,2,50,sample1280,5,50,17.220272064208984,0.3091433048248291
Co-HeT,2,50,sample1280,5,51,15.030750274658203,0.309384822845459
Co-HeT,2,50,sample1280,5,52,15.447504043579102,0.30925655364990234
Co-HeT,2,50,sample1280,5,53,14.71697998046875,0.3088345527648926
Co-HeT,2,50,sample1280,5,54,15.89808464050293,0.3097219467163086
Co-HeT,2,50,sample1280,5,55,13.240350723266602,0.3088724613189697
Co-HeT,2,50,sample1280,5,56,15.2423095703125,0.30897092819213867
Co-HeT,2,50,sample1280,5,57,14.337749481201172,0.30983972549438477
Co-HeT,2,50,sample1280,5,58,15.499809265136719,0.30888819694519043
Co-HeT,2,50,sample1280,5,59,14.712512969970703,0.30891919136047363
Co-HeT,2,50,sample1280,5,60,14.829190254211426,0.30893468856811523
Co-HeT,2,50,sample1280,5,61,12.313577651977539,0.30913352966308594
Co-HeT,2,50,sample1280,5,62,12.861454963684082,0.3090860843658447
Co-HeT,2,50,sample1280,5,63,16.20526885986328,0.3095591068267822
Co-HeT,2,50,sample1280,5,64,12.202649116516113,0.3099391460418701
Co-HeT,2,50,sample1280,5,65,14.911903381347656,0.31403517723083496
Co-HeT,2,50,sample1280,5,66,16.056724548339844,0.3097541332244873
Co-HeT,2,50,sample1280,5,67,14.464838027954102,0.30948972702026367
Co-HeT,2,50,sample1280,5,68,11.06502914428711,0.3092012405395508
Co-HeT,2,50,sample1280,5,69,16.117094039916992,0.309553861618042
Co-HeT,2,50,sample1280,5,70,16.698816299438477,0.309739351272583
Co-HeT,2,50,sample1280,5,71,12.765129089355469,0.3100595474243164
Co-HeT,2,50,sample1280,5,72,15.223564147949219,0.3101308345794678
Co-HeT,2,50,sample1280,5,73,14.360389709472656,0.30928611755371094
Co-HeT,2,50,sample1280,5,74,14.196290969848633,0.3092782497406006
Co-HeT,2,50,sample1280,5,75,14.682831764221191,0.30942273139953613
Co-HeT,2,50,sample1280,5,76,12.745582580566406,0.3106696605682373
Co-HeT,2,50,sample1280,5,77,12.723670959472656,0.3096890449523926
Co-HeT,2,50,sample1280,5,78,16.518247604370117,0.309434175491333
Co-HeT,2,50,sample1280,5,79,14.420802116394043,0.30969953536987305
Co-HeT,2,50,sample1280,5,80,13.776902198791504,0.3095400333404541
Co-HeT,2,50,sample1280,5,81,15.986268997192383,0.30924201011657715
Co-HeT,2,50,sample1280,5,82,14.728626251220703,0.30935215950012207
Co-HeT,2,50,sample1280,5,83,14.226876258850098,0.3094921112060547
Co-HeT,2,50,sample1280,5,84,14.986516952514648,0.3093733787536621
Co-HeT,2,50,sample1280,5,85,11.948187828063965,0.30945754051208496
Co-HeT,2,50,sample1280,5,86,16.093225479125977,0.31043219566345215
Co-HeT,2,50,sample1280,5,87,17.49530601501465,0.31632423400878906
Co-HeT,2,50,sample1280,5,88,14.859469413757324,0.30968427658081055
Co-HeT,2,50,sample1280,5,89,13.785558700561523,0.3092987537384033
Co-HeT,2,50,sample1280,5,90,12.837811470031738,0.30945348739624023
Co-HeT,2,50,sample1280,5,91,15.270303726196289,0.3095672130584717
Co-HeT,2,50,sample1280,5,92,14.578252792358398,0.3096010684967041
Co-HeT,2,50,sample1280,5,93,13.44943618774414,0.3109860420227051
Co-HeT,2,50,sample1280,5,94,15.31694221496582,0.3094024658203125
Co-HeT,2,50,sample1280,5,95,14.205557823181152,0.31015849113464355
Co-HeT,2,50,sample1280,5,96,14.189043998718262,0.30976104736328125
Co-HeT,2,50,sample1280,5,97,14.678430557250977,0.310147762298584
Co-HeT,2,50,sample1280,5,98,13.777278900146484,0.3190884590148926
Co-HeT,2,50,sample1280,5,99,15.59896183013916,0.30967092514038086
Co-HeT,2,50,sample1280,5,100,16.66326141357422,0.30996060371398926
Co-HeT,2,100,greedy,1,1,23.26015853881836,1.076965093612671
Co-HeT,2,100,greedy,1,2,22.918869018554688,0.498859167098999
Co-HeT,2,100,greedy,1,3,20.00979232788086,0.486879825592041
Co-HeT,2,100,greedy,1,4,23.488792419433594,0.48531532287597656
Co-HeT,2,100,greedy,1,5,22.706220626831055,0.494152307510376
Co-HeT,2,100,greedy,1,6,22.126073837280273,0.48539090156555176
Co-HeT,2,100,greedy,1,7,26.376882553100586,0.48470067977905273
Co-HeT,2,100,greedy,1,8,22.979257583618164,0.4862847328186035
Co-HeT,2,100,greedy,1,9,22.363801956176758,0.4926784038543701
Co-HeT,2,100,greedy,1,10,21.30230140686035,0.4845271110534668
Co-HeT,2,100,greedy,1,11,22.604782104492188,0.4859638214111328
Co-HeT,2,100,greedy,1,12,22.44867706298828,0.49494290351867676
Co-HeT,2,100,greedy,1,13,23.525205612182617,0.48621368408203125
Co-HeT,2,100,greedy,1,14,20.26416778564453,0.4845242500305176
Co-HeT,2,100,greedy,1,15,21.30863380432129,0.4851846694946289
Co-HeT,2,100,greedy,1,16,20.53439712524414,0.48522472381591797
Co-HeT,2,100,greedy,1,17,22.547771453857422,0.48558545112609863
Co-HeT,2,100,greedy,1,18,23.31189727783203,0.4913218021392822
Co-HeT,2,100,greedy,1,19,22.29401397705078,0.48521852493286133
Co-HeT,2,100,greedy,1,20,25.361099243164062,0.4842078685760498
Co-HeT,2,100,greedy,1,21,22.792680740356445,0.4834609031677246
Co-HeT,2,100,greedy,1,22,23.275287628173828,0.48341798782348633
Co-HeT,2,100,greedy,1,23,23.180822372436523,0.4841434955596924
Co-HeT,2,100,greedy,1,24,22.496417999267578,0.48313164710998535
Co-HeT,2,100,greedy,1,25,21.998573303222656,0.4831852912902832
Co-HeT,2,100,greedy,1,26,25.635784149169922,0.4872300624847412
Co-HeT,2,100,greedy,1,27,20.689411163330078,0.4841630458831787
Co-HeT,2,100,greedy,1,28,23.20733642578125,0.4829678535461426
Co-HeT,2,100,greedy,1,29,23.061492919921875,0.4912710189819336
Co-HeT,2,100,greedy,1,30,22.263219833374023,0.48413586616516113
Co-HeT,2,100,greedy,1,31,20.873456954956055,0.4836440086364746
Co-HeT,2,100,greedy,1,32,26.41434097290039,0.483384370803833
Co-HeT,2,100,greedy,1,33,23.070091247558594,0.49478673934936523
Co-HeT,2,100,greedy,1,34,23.866352081298828,0.4837830066680908
Co-HeT,2,100,greedy,1,35,29.54242706298828,0.48357462882995605
Co-HeT,2,100,greedy,1,36,25.791400909423828,0.4836564064025879
Co-HeT,2,100,greedy,1,37,21.44859504699707,0.48529767990112305
Co-HeT,2,100,greedy,1,38,22.71573829650879,0.48297715187072754
Co-HeT,2,100,greedy,1,39,22.445152282714844,0.48292040824890137
Co-HeT,2,100,greedy,1,40,26.147302627563477,0.48343348503112793
Co-HeT,2,100,greedy,1,41,23.313663482666016,0.48372721672058105
Co-HeT,2,100,greedy,1,42,20.301273345947266,0.4828338623046875
Co-HeT,2,100,greedy,1,43,25.07754135131836,0.48258328437805176
Co-HeT,2,100,greedy,1,44,20.347986221313477,0.4882016181945801
Co-HeT,2,100,greedy,1,45,23.45479965209961,0.4839661121368408
Co-HeT,2,100,greedy,1,46,22.718765258789062,0.4829294681549072
Co-HeT,2,100,greedy,1,47,25.671470642089844,0.4828462600708008
Co-HeT,2,100,greedy,1,48,20.328231811523438,0.48356127738952637
Co-HeT,2,100,greedy,1,49,22.207595825195312,0.48358798027038574
Co-HeT,2,100,greedy,1,50,25.3192138671875,0.4833846092224121
Co-HeT,2,100,greedy,1,51,26.642900466918945,0.4832615852355957
Co-HeT,2,100,greedy,1,52,21.255373001098633,0.48946523666381836
Co-HeT,2,100,greedy,1,53,25.375476837158203,0.4845247268676758
Co-HeT,2,100,greedy,1,54,22.543487548828125,0.4829983711242676
Co-HeT,2,100,greedy,1,55,20.469573974609375,0.48355555534362793
Co-HeT,2,100,greedy,1,56,21.709346771240234,0.4830014705657959
Co-HeT,2,100,greedy,1,57,19.713050842285156,0.4873085021972656
Co-HeT,2,100,greedy,1,58,23.824195861816406,0.48372697830200195
Co-HeT,2,100,greedy,1,59,22.564010620117188,0.48337411880493164
Co-HeT,2,100,greedy,1,60,19.395357131958008,0.48313069343566895
Co-HeT,2,100,greedy,1,61,20.90494155883789,0.48425960540771484
Co-HeT,2,100,greedy,1,62,21.471660614013672,0.49296092987060547
Co-HeT,2,100,greedy,1,63,24.258785247802734,0.4847393035888672
Co-HeT,2,100,greedy,1,64,23.885425567626953,0.4830758571624756
Co-HeT,2,100,greedy,1,65,24.77023696899414,0.48306965827941895
Co-HeT,2,100,greedy,1,66,21.480688095092773,0.48337292671203613
Co-HeT,2,100,greedy,1,67,22.361675262451172,0.4838838577270508
Co-HeT,2,100,greedy,1,68,24.044904708862305,0.4838418960571289
