kappa,size,instance_index,instance_name,bks_objective,bks_source_category,bks_source_method,bks_source_mode,bks_source_rep,candidate_count,co_best_count_1e-6,co_best_sources_json
2,50,32,N50_K2_M12_I32,11.88365364074707,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":11.88365364074707}]"
2,50,33,N50_K2_M12_I33,14.555395126342772,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":14.555395126342772}]"
2,50,34,N50_K2_M12_I34,16.0112427488809,Metaheuristic,IGA,,3,29,1,"[{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":3,""objective"":16.0112427488809}]"
2,50,35,N50_K2_M12_I35,15.77580379992255,Metaheuristic,IGA,,3,29,1,"[{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":3,""objective"":15.77580379992255}]"
2,50,36,N50_K2_M12_I36,13.198009000675697,Metaheuristic,IGA,,1,29,1,"[{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":1,""objective"":13.198009000675697}]"
2,50,37,N50_K2_M12_I37,15.321008682250977,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":15.321008682250977}]"
2,50,38,N50_K2_M12_I38,14.944655418395996,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":14.944655418395996}]"
2,50,39,N50_K2_M12_I39,13.709134101867676,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":13.709134101867676}]"
2,50,40,N50_K2_M12_I40,17.45436668395996,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":17.45436668395996}]"
2,50,41,N50_K2_M12_I41,14.50544939650749,Metaheuristic,IGA,,2,29,1,"[{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":2,""objective"":14.50544939650749}]"
2,50,42,N50_K2_M12_I42,15.475391387939451,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":15.475391387939451}]"
2,50,43,N50_K2_M12_I43,15.967313565476452,Metaheuristic,IGA,,2,29,1,"[{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":2,""objective"":15.967313565476452}]"
2,50,44,N50_K2_M12_I44,14.276342391967772,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":14.276342391967772}]"
2,50,45,N50_K2_M12_I45,15.934377670288086,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":15.934377670288086}]"
2,50,46,N50_K2_M12_I46,16.03384017944336,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":16.03384017944336}]"
2,50,47,N50_K2_M12_I47,15.509042248607006,Metaheuristic,IGA,,0,29,1,"[{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":0,""objective"":15.509042248607006}]"
2,50,48,N50_K2_M12_I48,11.67228858847885,Metaheuristic,IGA,,2,29,1,"[{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":2,""objective"":11.67228858847885}]"
2,50,49,N50_K2_M12_I49,12.503193716154142,Metaheuristic,IGA,,3,29,1,"[{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":3,""objective"":12.503193716154142}]"
2,50,50,N50_K2_M12_I50,13.791443692462698,Metaheuristic,IGA,,3,29,1,"[{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":3,""objective"":13.791443692462698}]"
2,50,51,N50_K2_M12_I51,14.56344985961914,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":14.56344985961914}]"
2,50,52,N50_K2_M12_I52,14.319642066955566,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":14.319642066955566}]"
2,50,53,N50_K2_M12_I53,12.376340866088867,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":12.376340866088867}]"
2,50,54,N50_K2_M12_I54,15.409957885742188,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":15.409957885742188}]"
2,50,55,N50_K2_M12_I55,15.313530921936035,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":15.313530921936035}]"
2,50,56,N50_K2_M12_I56,16.551515579223633,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":16.551515579223633}]"
2,50,57,N50_K2_M12_I57,14.992199760418536,Metaheuristic,IGA,,3,29,1,"[{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":3,""objective"":14.992199760418536}]"
2,50,58,N50_K2_M12_I58,14.892210960388184,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":14.892210960388184}]"
2,50,59,N50_K2_M12_I59,12.855620384216309,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":12.855620384216309}]"
2,50,60,N50_K2_M12_I60,15.438385009765623,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":15.438385009765623}]"
2,50,61,N50_K2_M12_I61,13.19381618499756,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":13.19381618499756}]"
2,50,62,N50_K2_M12_I62,15.999305725097656,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":15.999305725097656}]"
2,50,63,N50_K2_M12_I63,14.288736343383787,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":14.288736343383787}]"
2,50,64,N50_K2_M12_I64,15.274673461914062,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":15.274673461914062}]"
2,50,65,N50_K2_M12_I65,15.1491060256958,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":15.1491060256958}]"
2,50,66,N50_K2_M12_I66,12.660123825073242,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":12.660123825073242}]"
2,50,67,N50_K2_M12_I67,13.75082257886334,Metaheuristic,IGA,,1,29,1,"[{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":1,""objective"":13.75082257886334}]"
2,50,68,N50_K2_M12_I68,14.93296241760254,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":14.93296241760254}]"
2,50,69,N50_K2_M12_I69,14.66233253479004,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":14.66233253479004}]"
2,50,70,N50_K2_M12_I70,14.528432927404085,Metaheuristic,IGA,,3,29,1,"[{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":3,""objective"":14.528432927404085}]"
2,50,71,N50_K2_M12_I71,14.783488273620604,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":14.783488273620604}]"
2,50,72,N50_K2_M12_I72,14.342992782592772,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":14.342992782592772}]"
2,50,73,N50_K2_M12_I73,16.2963809967041,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":16.2963809967041}]"
2,50,74,N50_K2_M12_I74,13.814783096313477,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":13.814783096313477}]"
2,50,75,N50_K2_M12_I75,14.008804321289062,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":14.008804321289062}]"
2,50,76,N50_K2_M12_I76,15.002099990844728,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":15.002099990844728}]"
2,50,77,N50_K2_M12_I77,14.699503898620604,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":14.699503898620604}]"
2,50,78,N50_K2_M12_I78,14.351559549294665,Metaheuristic,ALNS,,1,29,1,"[{""candidate_source"":""Metaheuristic"",""method"":""ALNS"",""mode"":"""",""rep"":1,""objective"":14.351559549294665}]"
2,50,79,N50_K2_M12_I79,14.181103706359863,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":14.181103706359863}]"
2,50,80,N50_K2_M12_I80,15.131943702697754,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":15.131943702697754}]"
2,50,81,N50_K2_M12_I81,16.90313148498535,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":16.90313148498535}]"
2,50,82,N50_K2_M12_I82,12.631876945495604,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":12.631876945495604}]"
2,50,83,N50_K2_M12_I83,14.877918243408203,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":14.877918243408203}]"
2,50,84,N50_K2_M12_I84,14.207995414733888,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":14.207995414733888}]"
2,50,85,N50_K2_M12_I85,14.313741655246876,Metaheuristic,IGA,,1,29,1,"[{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":1,""objective"":14.313741655246876}]"
2,50,86,N50_K2_M12_I86,15.08869171142578,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":15.08869171142578}]"
2,50,87,N50_K2_M12_I87,14.32655688934658,Metaheuristic,IGA,,3,29,1,"[{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":3,""objective"":14.32655688934658}]"
2,50,88,N50_K2_M12_I88,13.696385383605955,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":13.696385383605955}]"
2,50,89,N50_K2_M12_I89,17.052824020385742,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":17.052824020385742}]"
2,50,90,N50_K2_M12_I90,13.402901295354216,Metaheuristic,IGA,,0,29,1,"[{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":0,""objective"":13.402901295354216}]"
2,50,91,N50_K2_M12_I91,14.031951904296877,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":14.031951904296877}]"
2,50,92,N50_K2_M12_I92,11.079879760742188,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":11.079879760742188}]"
2,50,93,N50_K2_M12_I93,15.4970085349688,Metaheuristic,IGA,,0,29,1,"[{""candidate_source"":""Metaheuristic"",""method"":""IGA"",""mode"":"""",""rep"":0,""objective"":15.4970085349688}]"
2,50,94,N50_K2_M12_I94,16.112764358520508,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":16.112764358520508}]"
2,50,95,N50_K2_M12_I95,11.84638214111328,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":11.84638214111328}]"
2,50,96,N50_K2_M12_I96,14.182584762573242,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":14.182584762573242}]"
2,50,97,N50_K2_M12_I97,15.180540084838867,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":15.180540084838867}]"
2,50,98,N50_K2_M12_I98,16.028209686279297,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":16.028209686279297}]"
2,50,99,N50_K2_M12_I99,14.777015686035156,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":14.777015686035156}]"
2,50,100,N50_K2_M12_I100,14.345592498779297,DRL,Co-HeT,sample1280,,29,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":14.345592498779297}]"
2,100,1,N100_K2_M12_I1,21.786035537719727,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":21.786035537719727}]"
2,100,2,N100_K2_M12_I2,19.49786376953125,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":19.49786376953125}]"
2,100,3,N100_K2_M12_I3,20.31687355041504,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":20.31687355041504}]"
2,100,4,N100_K2_M12_I4,19.37781143188477,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":19.37781143188477}]"
2,100,5,N100_K2_M12_I5,20.859140396118164,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":20.859140396118164}]"
2,100,6,N100_K2_M12_I6,19.98680305480957,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":19.98680305480957}]"
2,100,7,N100_K2_M12_I7,21.493162155151367,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":21.493162155151367}]"
2,100,8,N100_K2_M12_I8,19.08004570007324,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":19.08004570007324}]"
2,100,9,N100_K2_M12_I9,21.48548889160156,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":21.48548889160156}]"
2,100,10,N100_K2_M12_I10,22.97378158569336,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":22.97378158569336}]"
2,100,11,N100_K2_M12_I11,23.11142921447754,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":23.11142921447754}]"
2,100,12,N100_K2_M12_I12,22.00052261352539,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":22.00052261352539}]"
2,100,13,N100_K2_M12_I13,20.15220832824707,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":20.15220832824707}]"
2,100,14,N100_K2_M12_I14,20.974077224731445,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":20.974077224731445}]"
2,100,15,N100_K2_M12_I15,19.984188079833984,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":19.984188079833984}]"
2,100,16,N100_K2_M12_I16,21.064083099365234,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":21.064083099365234}]"
2,100,17,N100_K2_M12_I17,21.97731208801269,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":21.97731208801269}]"
2,100,18,N100_K2_M12_I18,25.88486099243164,DRL,TDRL,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""TDRL"",""mode"":""sample1280"",""rep"":"""",""objective"":25.88486099243164}]"
2,100,19,N100_K2_M12_I19,18.320356369018555,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":18.320356369018555}]"
2,100,20,N100_K2_M12_I20,19.444061279296875,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":19.444061279296875}]"
2,100,21,N100_K2_M12_I21,21.220170974731445,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":21.220170974731445}]"
2,100,22,N100_K2_M12_I22,20.63397789001465,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":20.63397789001465}]"
2,100,23,N100_K2_M12_I23,18.889692306518555,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":18.889692306518555}]"
2,100,24,N100_K2_M12_I24,22.68380355834961,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":22.68380355834961}]"
2,100,25,N100_K2_M12_I25,21.38092994689941,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":21.38092994689941}]"
2,100,26,N100_K2_M12_I26,20.77168083190918,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":20.77168083190918}]"
2,100,27,N100_K2_M12_I27,20.86256217956543,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":20.86256217956543}]"
2,100,28,N100_K2_M12_I28,20.856937408447266,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":20.856937408447266}]"
2,100,29,N100_K2_M12_I29,22.264949798583984,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":22.264949798583984}]"
2,100,30,N100_K2_M12_I30,20.53246688842773,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":20.53246688842773}]"
2,100,31,N100_K2_M12_I31,21.51978302001953,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":21.51978302001953}]"
2,100,32,N100_K2_M12_I32,21.80200958251953,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":21.80200958251953}]"
2,100,33,N100_K2_M12_I33,21.27898025512696,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":21.27898025512696}]"
2,100,34,N100_K2_M12_I34,22.064985275268555,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":22.064985275268555}]"
2,100,35,N100_K2_M12_I35,19.45978546142578,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":19.45978546142578}]"
2,100,36,N100_K2_M12_I36,22.38503837585449,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":22.38503837585449}]"
2,100,37,N100_K2_M12_I37,20.65205764770508,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":20.65205764770508}]"
2,100,38,N100_K2_M12_I38,19.35235977172852,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":19.35235977172852}]"
2,100,39,N100_K2_M12_I39,20.490758895874023,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":20.490758895874023}]"
2,100,40,N100_K2_M12_I40,21.918981552124023,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":21.918981552124023}]"
2,100,41,N100_K2_M12_I41,21.650049209594727,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":21.650049209594727}]"
2,100,42,N100_K2_M12_I42,22.44894027709961,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":22.44894027709961}]"
2,100,43,N100_K2_M12_I43,19.29687118530273,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":19.29687118530273}]"
2,100,44,N100_K2_M12_I44,21.67064666748047,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":21.67064666748047}]"
2,100,45,N100_K2_M12_I45,19.75682830810547,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":19.75682830810547}]"
2,100,46,N100_K2_M12_I46,23.147226333618164,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":23.147226333618164}]"
2,100,47,N100_K2_M12_I47,21.610010147094727,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":21.610010147094727}]"
2,100,48,N100_K2_M12_I48,23.48697280883789,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":23.48697280883789}]"
2,100,49,N100_K2_M12_I49,22.98415184020996,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":22.98415184020996}]"
2,100,50,N100_K2_M12_I50,20.134004592895508,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":20.134004592895508}]"
2,100,51,N100_K2_M12_I51,20.058069229125977,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":20.058069229125977}]"
2,100,52,N100_K2_M12_I52,19.85456657409668,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":19.85456657409668}]"
2,100,53,N100_K2_M12_I53,20.343456268310547,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":20.343456268310547}]"
2,100,54,N100_K2_M12_I54,21.489591598510746,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":21.489591598510746}]"
2,100,55,N100_K2_M12_I55,22.22419166564941,DRL,Co-HeT,sample1280,,28,1,"[{""candidate_source"":""DRL"",""method"":""Co-HeT"",""mode"":""sample1280"",""rep"":"""",""objective"":22.22419166564941}]"
