job_id,attempt,status,kappa,size,index,instance,method,rep,seed,objective,distance,tardiness,runtime_s,iterations_completed,termination_reason,error
k2_n10_i009_iga_r002,1,success,2,10,9,N10_K2_M12_I9,IGA,2,9193957,8.133610902246557,10.987826760225436,5.279395044267679,63.426103591918945,101,iteration_limit,
k2_n10_i009_iga_r003,1,success,2,10,9,N10_K2_M12_I9,IGA,3,6497591,8.095374744155428,10.993251395527333,5.197498092783524,83.3362193107605,101,iteration_limit,
k2_n10_i009_dabc_r000,1,success,2,10,9,N10_K2_M12_I9,DABC,0,7213488,7.933892246092465,11.154431590034996,4.713352902149934,158.4217038154602,101,iteration_limit,
k2_n10_i009_dabc_r001,1,success,2,10,9,N10_K2_M12_I9,DABC,1,4068738,7.933892246092465,11.154431590034996,4.713352902149934,133.04456639289856,101,iteration_limit,
k2_n10_i009_dabc_r002,1,success,2,10,9,N10_K2_M12_I9,DABC,2,1699035,8.040074364997386,11.366795827844838,4.713352902149934,125.63081336021423,101,iteration_limit,
k2_n10_i009_dabc_r003,1,success,2,10,9,N10_K2_M12_I9,DABC,3,4145844,7.933892246092466,11.154431590034998,4.713352902149934,136.85038256645203,101,iteration_limit,
k2_n10_i009_diwo_r000,1,success,2,10,9,N10_K2_M12_I9,DIWO,0,9562004,8.082578033579857,10.997997398200443,5.167158668959271,276.23409724235535,101,iteration_limit,
k2_n10_i009_diwo_r001,1,success,2,10,9,N10_K2_M12_I9,DIWO,1,2008813,7.933892246092465,11.154431590034996,4.713352902149934,259.87175941467285,101,iteration_limit,
k2_n10_i009_diwo_r002,1,success,2,10,9,N10_K2_M12_I9,DIWO,2,4007238,8.082578033579857,10.997997398200443,5.167158668959271,282.516282081604,101,iteration_limit,
k2_n10_i009_diwo_r003,1,success,2,10,9,N10_K2_M12_I9,DIWO,3,1310872,8.082578033579857,10.997997398200443,5.167158668959271,396.72300004959106,101,iteration_limit,
k2_n10_i010_alns_r000,1,success,2,10,10,N10_K2_M12_I10,ALNS,0,6345575,6.916139716508136,10.083118755011718,3.7491606780045545,10.458351850509644,101,iteration_limit,
k2_n10_i010_alns_r001,1,success,2,10,10,N10_K2_M12_I10,ALNS,1,8344000,7.162543262791138,10.412000963875805,3.9130855617064713,10.216374397277832,101,iteration_limit,
k2_n10_i010_alns_r002,1,success,2,10,10,N10_K2_M12_I10,ALNS,2,790809,7.069006343352183,9.976407097227215,4.161605589477151,10.539398193359375,101,iteration_limit,
k2_n10_i010_alns_r003,1,success,2,10,10,N10_K2_M12_I10,ALNS,3,7646059,7.2998332411282,10.815079799112885,3.7845866831435147,17.019426584243774,101,iteration_limit,
k2_n10_i010_iga_r000,1,success,2,10,10,N10_K2_M12_I10,IGA,0,4708410,6.9588922152884995,9.947216999399906,3.970567431177093,52.305779695510864,101,iteration_limit,
k2_n10_i010_iga_r001,1,success,2,10,10,N10_K2_M12_I10,IGA,1,7195532,6.9588922152884995,9.947216999399906,3.970567431177093,45.22509241104126,101,iteration_limit,
k2_n10_i010_iga_r002,1,success,2,10,10,N10_K2_M12_I10,IGA,2,9193957,6.858416840736841,9.746266250296589,3.970567431177093,43.23060417175293,101,iteration_limit,
