method,kappa,size,mode,robot_num_list,sample_width,training_seed,eval_seed,instance_index,instance_id,instance_filename,objective,distance,tardiness,replay_objective,objective_replay_error,model_objective,model_replay_residual,model_replay_tolerance,feasible,status,tour
ECHO,3,100,sample1280,"[4,6,8]",1280,1234,20260827,5,I5,N100_K3_M18_I5.xlsx,32.91115188598633,59.25178909301758,6.5705180168151855,32.91115188598633,0.0,32.911155700683594,3.814697265625e-06,1.52587890625e-05,True,SUCCEEDED,"[20,0,5,11,3,1,8,12,26,2,6,17,29,3,4,14,45,0,9,10,58,2,6,17,14,3,4,14,94,1,7,15,77,2,6,17,17,0,5,11,61,1,8,12,2,3,4,14,82,1,7,15,70,0,5,11,92,3,4,14,27,1,8,12,87,2,6,17,52,3,7,15,16,1,9,10,4,0,5,11,53,2,6,17,31,3,7,15,7,2,6,17,47,1,8,12,48,3,4,14,23,0,5,11,6,1,8,12,13,3,7,15,76,0,5,11,9,2,6,17,15,3,7,15,5,2,6,17,30,1,9,10,78,0,5,11,84,1,9,10,40,3,7,15,11,0,5,11,33,3,7,15,90,2,6,17,41,1,9,10,32,3,7,15,51,0,5,11,74,2,6,17,86,1,9,10,93,3,7,15,21,0,5,11,96,2,6,17,12,1,9,10,66,0,5,11,85,3,7,15,88,1,9,10,34,2,6,17,10,3,7,15,71,0,5,11,67,2,6,17,97,1,9,10,83,0,5,11,95,2,6,17,19,1,9,10,18,3,4,14,42,0,5,11,56,3,4,14,46,2,6,17,99,1,9,10,24,0,5,11,89,3,4,14,49,0,5,11,43,3,4,14,55,2,6,17,50,0,5,11,91,1,9,10,22,1,9,10,59,2,6,17,57,3,4,14,8,1,9,10,36,0,5,11,35,3,4,14,72,2,6,17,80,0,5,11,1,3,4,14,39,1,9,10,25,3,4,14,37,0,5,11,38,2,6,17,81,1,9,10,69,2,6,17,68,3,4,14,98,0,5,11,60,1,9,10,63,1,9,10,73,0,5,11,65,2,6,17,62,3,4,14,28,2,6,17,54,0,5,11,0,2,6,17,44,1,9,10,75,0,5,11,79,3,4,14,64,2,6,17]"
ECHO,3,100,sample1280,"[4,6,8]",1280,1234,20260827,6,I6,N100_K3_M18_I6.xlsx,36.29705810546875,62.71908187866211,9.875033378601074,36.29705810546875,0.0,36.29705429077149,3.814697265625e-06,1.52587890625e-05,True,SUCCEEDED,"[30,2,8,12,7,3,9,15,49,0,5,10,57,1,4,16,35,0,7,14,33,2,6,13,84,1,4,16,40,3,9,15,81,2,8,12,3,0,7,14,75,1,6,13,6,2,8,12,66,3,9,15,46,0,7,14,17,1,5,10,47,2,4,16,15,0,7,14,39,3,9,15,80,1,6,13,85,2,4,16,64,0,7,14,1,3,9,15,14,1,8,12,76,1,8,12,96,2,4,16,92,0,7,14,16,3,9,15,99,1,8,12,43,3,9,15,73,2,6,13,20,1,8,12,21,0,7,14,27,3,9,15,18,0,7,14,9,1,8,12,77,2,5,10,59,0,7,14,95,3,9,15,97,1,8,12,56,2,5,10,48,0,7,14,83,1,8,12,50,3,4,16,94,1,8,12,79,3,4,16,91,2,5,10,32,3,4,16,86,0,7,14,10,1,8,12,41,2,5,10,82,3,4,16,28,2,5,10,5,0,7,14,87,1,8,12,65,3,4,16,93,2,5,10,22,0,7,14,42,1,8,12,36,3,4,16,2,0,7,14,58,2,5,10,26,1,8,12,29,0,7,14,31,2,5,10,68,1,8,12,63,3,4,16,45,0,7,14,38,2,5,10,88,1,8,12,60,2,5,10,11,3,4,16,53,0,7,14,72,3,4,16,67,2,5,10,54,3,4,16,13,3,4,16,89,2,5,10,8,1,8,12,34,0,7,14,24,3,4,16,19,1,8,12,12,2,5,10,61,3,4,16,44,0,7,14,51,0,7,14,25,1,8,12,78,3,4,16,52,0,7,14,23,2,5,10,0,3,4,16,71,1,8,12,70,0,7,14,37,2,5,10,69,0,7,14,74,1,8,12,62,1,8,12,55,2,5,10,90,3,4,16,98,0,7,14,4,2,5,10]"
ECHO,3,100,sample1280,"[4,6,8]",1280,1234,20260827,7,I7,N100_K3_M18_I7.xlsx,34.33829116821289,61.45267105102539,7.22391414642334,34.33829116821289,0.0,34.33829498291016,3.814697265625e-06,1.52587890625e-05,True,SUCCEEDED,"[64,0,9,17,90,2,6,15,37,1,8,11,48,3,7,14,86,0,5,16,19,3,4,13,4,1,8,11,61,2,6,15,9,0,9,17,45,0,5,16,81,1,7,14,71,3,4,13,11,2,6,15,88,1,8,11,27,0,9,17,3,2,6,15,42,1,8,11,20,3,4,13,1,3,4,13,70,0,5,16,74,1,8,11,54,2,6,15,65,0,9,16,14,3,4,13,23,1,8,11,28,0,7,14,29,2,6,15,31,3,4,13,7,0,9,16,22,1,8,11,34,2,6,15,77,1,8,11,99,3,4,13,10,2,6,15,36,0,5,17,60,2,6,15,66,3,4,13,84,1,8,11,26,0,7,14,80,2,6,15,89,0,5,17,47,3,4,13,91,1,8,11,56,2,6,15,92,0,5,17,39,3,4,13,98,1,8,11,73,2,6,15,46,3,4,13,17,0,9,16,8,1,8,11,67,3,4,13,18,0,9,16,68,0,9,16,49,2,6,15,94,3,4,13,25,1,8,11,85,0,9,16,79,2,6,15,24,3,4,13,58,1,8,11,43,1,8,11,62,2,6,15,53,0,9,16,2,3,4,13,30,2,6,15,83,3,4,13,5,2,6,15,32,1,8,11,12,2,6,15,76,0,9,16,13,3,4,13,0,1,8,11,63,0,9,16,96,1,8,11,87,2,6,15,75,3,4,13,59,0,9,16,72,2,6,15,78,1,8,11,44,0,9,16,57,3,4,13,55,2,6,15,40,2,6,15,6,3,4,13,82,1,8,11,50,1,8,11,51,3,4,13,35,0,9,16,97,2,6,15,33,3,4,13,16,0,9,16,15,1,8,11,41,2,6,15,95,0,9,16,52,1,8,11,21,3,4,13,38,1,8,11,93,0,9,16,69,3,4,13]"
ECHO,3,100,sample1280,"[4,6,8]",1280,1234,20260827,8,I8,N100_K3_M18_I8.xlsx,33.17563247680664,60.76189422607422,5.58937406539917,33.17563247680664,0.0,33.17563247680664,0.0,1.52587890625e-05,True,SUCCEEDED,"[47,1,4,16,81,2,9,12,88,3,8,10,26,0,5,11,82,1,7,17,24,0,9,11,19,1,4,16,28,3,6,15,94,2,5,12,2,3,8,10,92,0,9,11,33,2,7,17,37,1,4,16,97,2,5,12,57,3,6,15,53,2,5,17,14,0,9,11,62,3,8,10,49,1,4,16,67,3,6,15,11,2,7,12,45,0,9,11,95,1,4,16,83,2,5,17,66,3,6,15,17,1,4,16,77,0,9,11,84,2,7,12,63,1,4,16,25,3,8,10,27,2,7,12,55,0,5,17,13,3,8,15,90,1,4,16,5,2,7,12,75,0,9,11,99,3,8,15,54,0,5,17,22,1,4,16,7,2,7,12,59,3,8,15,29,0,5,17,89,1,4,16,46,3,8,15,96,2,7,12,3,1,4,16,48,0,5,17,40,3,8,15,85,1,4,16,10,2,7,12,18,3,8,15,42,0,5,17,8,2,7,12,76,0,5,17,44,3,8,15,0,1,4,16,98,2,7,12,36,2,7,12,61,3,8,15,80,1,4,16,6,0,5,17,56,0,5,17,50,2,7,12,68,3,8,15,16,1,4,16,64,0,5,17,70,3,8,15,30,1,4,16,71,2,7,12,86,2,7,12,23,3,8,15,39,0,5,17,93,2,7,12,31,1,4,16,58,0,5,17,51,3,8,15,87,1,4,16,20,2,7,12,12,1,4,16,32,2,7,12,1,3,8,15,38,0,5,17,91,3,8,15,4,2,7,12,21,1,4,16,73,0,5,17,65,3,8,15,41,2,7,12,34,0,5,17,9,1,4,16,52,2,7,12,69,3,8,15,72,1,4,16,78,0,5,17,79,2,7,12,15,0,5,17,35,1,4,16,43,3,8,15,60,2,7,12,74,1,4,16]"
ECHO,3,100,sample1280,"[4,6,8]",1280,1234,20260827,9,I9,N100_K3_M18_I9.xlsx,35.6783447265625,61.533599853515625,9.823087692260742,35.6783447265625,0.0,35.678340911865234,3.814697265625e-06,1.52587890625e-05,True,SUCCEEDED,"[45,0,8,17,13,1,9,12,28,2,7,16,39,3,6,14,85,0,5,10,80,3,4,11,9,2,7,16,30,1,9,12,47,0,8,17,41,3,6,14,70,1,9,12,4,0,5,10,22,3,8,17,6,2,7,16,14,0,5,10,34,1,9,12,36,3,8,17,56,2,7,16,2,0,5,10,88,3,6,14,66,1,9,12,44,0,5,10,29,2,7,16,19,3,8,17,54,1,9,12,48,3,6,14,78,2,7,16,93,0,5,10,0,1,9,12,82,3,8,17,18,0,5,10,91,3,6,14,76,2,7,16,73,1,9,12,81,3,8,17,86,2,7,16,77,0,4,11,21,3,6,14,89,3,6,14,55,1,9,12,90,0,4,11,99,2,7,16,50,1,9,12,32,2,7,16,97,0,4,11,79,3,6,14,61,3,6,14,26,1,9,12,10,2,7,16,72,0,4,11,38,3,6,14,51,1,9,12,59,2,7,16,16,0,5,10,5,3,6,14,67,0,4,10,83,2,7,16,31,3,6,14,33,1,9,12,15,0,4,10,40,3,6,14,69,1,9,12,74,0,4,10,42,2,7,16,63,0,4,10,87,3,6,14,23,1,9,12,84,2,7,16,96,2,7,16,94,1,9,12,64,2,7,16,53,3,6,14,12,0,4,10,3,1,9,12,46,0,4,10,75,2,7,16,57,3,6,14,11,1,9,12,92,0,4,10,52,3,6,14,35,2,7,16,8,3,6,14,37,1,9,12,60,0,4,10,17,2,7,16,71,0,4,10,24,1,9,12,65,0,4,10,98,3,6,14,49,1,9,12,25,0,4,10,68,2,7,16,1,1,9,12,43,3,6,14,20,2,7,16,95,1,9,12,58,1,9,12,62,2,7,16,27,3,6,14,7,0,4,10]"
ECHO,3,100,sample1280,"[4,6,8]",1280,1234,20260827,10,I10,N100_K3_M18_I10.xlsx,35.17790603637695,62.35860443115234,7.997206211090088,35.17790603637695,0.0,35.17790603637695,0.0,1.52587890625e-05,True,SUCCEEDED,"[71,3,9,15,55,0,8,12,26,2,5,14,31,1,6,16,54,3,7,13,48,1,4,11,77,3,9,15,99,2,5,14,94,0,8,12,19,1,6,16,42,3,7,13,58,2,5,14,37,1,6,16,66,3,9,15,5,0,8,12,92,2,5,14,2,1,6,16,64,3,4,11,69,2,5,14,47,0,8,12,33,3,9,15,53,1,4,11,59,0,8,12,40,3,9,15,34,2,5,14,57,1,6,16,50,0,8,12,23,1,4,11,1,2,5,14,63,3,7,13,72,0,8,12,41,2,5,14,75,1,6,16,36,3,7,13,22,1,4,11,98,0,8,12,29,2,5,14,8,3,7,13,7,0,8,12,18,1,4,11,81,2,5,14,82,3,7,13,16,0,8,12,32,1,4,11,83,2,9,15,39,3,7,13,61,0,8,12,44,3,7,13,11,1,4,11,87,0,8,12,38,1,4,11,91,3,7,13,56,0,8,12,76,2,9,15,89,1,4,11,70,0,8,12,45,2,9,15,84,3,7,13,93,1,4,11,21,0,8,12,90,2,9,15,15,3,7,13,96,1,4,11,35,1,4,11,46,0,8,12,25,3,7,13,6,2,9,15,14,0,8,12,43,2,9,15,73,1,4,11,10,0,8,12,51,3,7,13,52,2,9,15,20,1,4,11,60,3,7,13,86,0,8,12,13,2,9,15,68,1,4,11,74,3,7,13,28,0,8,12,17,2,9,15,12,2,9,15,97,1,4,11,9,3,7,13,24,1,4,11,88,2,9,15,4,0,8,12,0,2,9,15,67,3,7,13,27,1,4,11,62,3,7,13,49,1,4,11,3,3,7,13,78,0,8,12,65,2,9,15,79,2,9,15,95,3,7,13,85,1,4,11,80,0,8,12,30,1,7,13]"
ECHO,3,100,sample1280,"[4,6,8]",1280,1234,20260827,11,I11,N100_K3_M18_I11.xlsx,33.83535385131836,59.81352233886719,7.857187747955322,33.83535385131836,0.0,33.835357666015625,3.814697265625e-06,1.52587890625e-05,True,SUCCEEDED,"[72,3,7,15,44,1,4,17,84,2,6,14,47,0,9,16,38,0,5,12,12,3,8,11,16,0,5,12,35,2,6,14,76,1,4,17,17,3,7,15,74,3,8,11,29,0,5,12,49,2,6,14,68,1,4,17,57,3,7,15,4,2,6,14,85,0,9,16,65,3,8,11,26,1,4,17,88,2,6,14,56,3,7,15,8,0,5,12,61,1,4,17,43,3,8,11,89,0,9,16,5,2,6,14,59,0,5,12,71,3,8,11,14,1,4,17,87,2,6,14,64,0,9,16,79,3,7,15,33,1,4,17,98,0,9,16,18,2,6,14,92,3,7,15,34,0,9,16,82,2,6,14,77,3,4,17,83,1,8,11,24,1,8,11,46,3,4,17,40,2,6,14,3,1,8,11,97,0,9,16,6,3,4,17,0,0,9,16,78,2,6,14,39,1,7,15,31,3,4,17,22,0,9,16,1,2,6,14,86,1,7,15,66,3,8,11,67,0,9,16,96,2,6,14,58,1,7,15,73,3,4,17,23,0,9,16,19,3,4,11,69,2,6,14,55,1,7,15,81,2,6,14,25,0,9,16,2,3,4,11,11,1,7,15,13,0,9,16,91,3,4,11,70,2,6,14,36,0,9,16,42,1,7,15,50,2,6,14,80,3,4,11,62,1,7,15,99,3,4,11,32,0,9,16,51,2,6,14,60,1,7,15,37,3,4,11,15,0,9,16,63,3,4,11,52,0,9,16,94,1,7,15,48,2,6,14,27,1,7,15,10,2,6,14,75,3,4,11,20,0,9,16,93,2,6,14,21,1,7,15,9,3,4,11,30,0,9,16,53,1,7,15,54,0,9,16,45,3,4,11,90,1,7,15,95,2,6,14,7,0,9,16,41,3,4,11,28,2,6,14]"
ECHO,3,100,sample1280,"[4,6,8]",1280,1234,20260827,12,I12,N100_K3_M18_I12.xlsx,37.33711624145508,67.2186050415039,7.455629825592041,37.33711624145508,0.0,37.33711624145508,0.0,1.52587890625e-05,True,SUCCEEDED,"[3,1,8,17,11,0,6,15,18,3,5,11,13,2,4,13,39,1,7,12,92,2,9,14,67,3,5,11,20,0,6,15,24,2,9,14,98,1,8,17,85,0,6,15,61,3,5,11,8,1,7,12,25,2,9,14,52,0,4,13,17,1,8,17,40,3,5,11,78,1,7,12,63,0,4,13,58,2,9,14,32,1,8,17,72,3,5,11,46,0,4,13,37,1,8,17,65,2,9,14,59,3,6,15,30,0,4,13,80,2,9,14,82,1,7,12,75,3,6,15,54,2,9,14,47,0,4,13,12,1,8,17,88,3,5,11,41,1,7,12,74,2,9,14,14,3,6,15,33,1,8,17,91,0,4,13,77,3,7,12,22,2,9,14,70,1,8,17,1,3,7,12,42,0,4,13,87,2,9,14,90,0,4,13,35,3,7,12,7,1,8,17,60,3,7,12,31,1,8,17,49,2,9,14,71,0,4,13,43,3,7,12,62,1,8,17,6,2,9,14,26,0,4,13,34,3,7,12,29,1,8,17,73,3,7,12,23,0,4,13,89,2,9,14,83,1,8,17,86,3,7,12,16,1,8,17,28,0,4,13,4,2,9,14,93,3,7,12,48,0,4,13,66,1,8,17,38,2,9,14,21,3,7,12,97,2,9,14,94,0,4,13,27,3,7,12,51,1,8,17,19,0,4,13,9,2,9,14,36,3,7,12,45,1,8,17,64,0,4,13,10,2,9,14,57,1,8,17,50,3,7,12,15,2,9,14,81,1,8,17,76,3,7,12,69,0,4,13,0,3,7,12,44,0,4,13,95,2,9,14,2,1,8,17,99,2,9,14,56,1,8,17,53,2,9,14,84,3,7,12,96,2,9,14,5,0,4,13,55,3,7,12,68,1,8,17,79,0,4,13]"
ECHO,3,100,sample1280,"[4,6,8]",1280,1234,20260827,13,I13,N100_K3_M18_I13.xlsx,32.800785064697266,59.080753326416016,6.520818710327148,32.800785064697266,0.0,32.80078887939453,3.814697265625e-06,1.52587890625e-05,True,SUCCEEDED,"[37,3,4,15,4,0,6,17,81,2,7,12,83,1,8,16,87,2,9,13,84,3,5,14,79,1,8,16,57,0,6,17,74,3,4,15,43,2,7,12,56,0,5,14,53,2,9,13,41,3,4,15,60,1,8,16,65,2,9,13,14,0,6,17,44,0,5,14,82,3,7,12,35,1,8,16,96,2,9,13,98,0,6,17,73,3,4,15,85,0,5,14,72,1,8,16,47,3,7,12,93,0,6,17,26,2,9,13,36,3,4,15,80,0,5,14,27,2,9,13,5,0,5,14,90,1,8,16,62,3,4,15,71,2,9,13,0,0,5,14,9,2,9,13,48,1,8,16,29,0,5,14,69,2,9,13,64,3,4,15,59,1,7,12,46,1,7,16,68,2,9,13,10,3,4,15,49,0,5,14,3,3,4,15,91,1,8,16,89,2,9,13,70,0,5,14,8,2,9,13,16,3,4,15,39,1,8,16,99,0,5,14,75,3,4,15,20,1,8,16,77,2,9,13,67,0,5,14,12,3,4,15,76,1,8,16,95,2,9,13,17,0,5,14,34,3,4,15,61,1,8,16,7,2,9,13,31,1,8,16,78,3,4,15,6,0,5,14,86,2,9,13,22,1,8,16,11,3,4,15,25,2,9,13,30,0,5,14,13,2,9,13,52,3,4,15,1,1,8,16,24,0,5,14,55,3,4,15,94,2,9,13,33,0,5,14,32,2,9,13,2,1,8,16,92,0,5,14,54,3,4,15,58,2,9,13,19,1,8,16,45,0,5,14,21,2,9,13,38,0,5,14,66,3,4,15,23,1,8,16,88,2,9,13,51,3,4,15,40,0,5,14,42,3,4,15,97,1,8,16,15,0,5,14,63,2,9,13,18,1,8,16,50,3,4,15,28,1,8,16]"
ECHO,3,100,sample1280,"[4,6,8]",1280,1234,20260827,14,I14,N100_K3_M18_I14.xlsx,33.5941162109375,59.81053161621094,7.37769889831543,33.5941162109375,0.0,33.5941162109375,0.0,1.52587890625e-05,True,SUCCEEDED,"[73,2,8,16,66,1,9,11,82,3,7,14,24,0,6,15,46,2,4,10,25,3,5,17,36,1,9,11,17,0,6,15,5,2,8,16,19,3,7,14,84,2,4,10,6,1,9,11,29,0,6,15,11,2,5,17,28,3,7,14,77,1,9,11,26,2,4,10,12,0,6,15,37,3,7,14,94,1,9,11,86,0,6,15,20,2,8,16,9,3,5,17,50,3,7,14,4,1,9,11,90,2,8,16,32,0,6,15,35,3,7,14,85,1,9,11,75,2,4,10,42,0,6,15,72,3,7,14,3,1,9,11,18,2,4,10,59,0,6,15,51,3,7,14,16,2,8,16,68,0,6,15,79,3,7,14,55,1,9,11,87,2,8,16,65,3,7,14,13,1,9,11,34,0,5,17,54,2,8,16,58,0,5,17,69,1,9,11,60,3,7,14,44,2,8,16,91,0,5,17,74,3,7,14,10,2,8,16,70,1,9,11,63,0,5,17,27,3,7,14,61,2,8,16,38,1,9,11,49,0,5,17,48,3,7,14,81,0,5,17,78,1,9,11,92,2,8,16,97,3,7,14,30,0,5,17,95,2,8,16,62,3,7,14,40,1,9,11,8,0,5,17,52,2,8,16,99,3,7,14,21,1,9,11,57,0,5,17,88,1,9,11,45,2,8,16,15,3,7,14,93,1,9,11,56,0,5,17,47,2,8,16,41,3,7,14,89,2,8,16,43,0,5,17,80,3,7,14,96,1,9,11,76,3,7,14,71,2,8,16,39,1,9,11,53,2,8,16,67,3,7,14,2,0,5,17,98,1,9,11,1,3,7,14,22,0,5,17,0,2,8,16,7,1,9,11,64,1,9,11,83,0,5,17,23,3,7,14,33,1,9,11,14,2,8,16,31,0,5,17]"
ECHO,3,100,sample1280,"[4,6,8]",1280,1234,20260827,15,I15,N100_K3_M18_I15.xlsx,33.05485916137695,60.38404083251953,5.72567892074585,33.05485916137695,0.0,33.05485916137695,0.0,1.52587890625e-05,True,SUCCEEDED,"[95,1,9,16,42,0,4,15,18,3,8,17,49,2,7,14,23,1,6,11,51,3,5,10,45,0,4,15,35,2,9,16,39,1,6,11,65,3,8,17,17,2,9,16,40,3,8,17,91,1,6,11,61,0,4,15,1,0,5,10,25,2,7,14,0,3,8,17,62,1,9,16,70,2,7,14,44,0,4,15,80,1,6,11,54,3,8,17,53,0,5,10,46,1,9,16,3,2,7,14,56,0,4,15,87,3,8,17,93,0,4,15,67,1,6,11,36,2,7,14,57,3,8,17,28,2,7,14,89,1,9,16,12,0,4,15,43,1,6,11,15,0,4,15,85,2,7,14,19,3,8,17,29,1,9,16,24,0,4,15,77,1,9,16,22,2,7,14,47,3,8,17,58,0,4,15,88,2,7,14,27,1,9,16,68,3,8,17,4,2,7,14,82,0,4,15,69,1,9,16,76,0,4,15,90,2,7,14,41,3,8,17,48,1,9,11,74,0,4,15,81,2,7,14,83,3,8,17,94,1,9,11,6,3,8,17,66,2,7,14,9,0,4,15,31,1,9,16,52,0,4,15,13,2,7,14,55,1,9,16,7,3,8,17,26,2,7,14,16,0,4,15,86,3,8,17,73,0,4,15,5,1,9,16,64,0,4,15,10,2,7,14,97,3,8,17,59,1,9,16,72,2,7,14,92,1,9,16,32,3,8,17,79,1,9,16,30,2,7,14,37,0,4,15,71,3,8,17,63,1,9,16,21,2,7,14,34,3,8,17,2,0,4,15,96,1,9,16,50,2,7,14,38,0,4,15,78,3,8,17,20,0,4,15,33,1,9,16,14,2,7,14,75,0,4,15,99,1,9,16,98,3,8,17,11,2,7,14,8,0,4,15,84,3,8,17,60,3,8,17]"
ECHO,3,100,sample1280,"[4,6,8]",1280,1234,20260827,16,I16,N100_K3_M18_I16.xlsx,32.95142364501953,59.57259368896485,6.330252647399902,32.95142364501953,0.0,32.95142364501953,0.0,1.52587890625e-05,True,SUCCEEDED,"[45,0,5,10,53,2,4,14,76,3,8,13,63,1,9,17,34,1,7,11,38,2,6,12,90,0,5,10,86,3,8,13,19,2,6,12,64,1,9,17,37,3,8,13,46,0,4,14,83,1,9,17,65,0,7,11,17,2,6,12,30,3,8,13,60,0,4,14,28,1,9,17,79,2,6,12,74,3,7,11,91,0,5,10,7,3,8,13,26,1,9,17,11,2,6,12,56,0,5,10,72,3,8,13,73,1,9,17,95,2,6,12,78,0,5,10,99,3,8,13,1,0,5,10,9,3,8,13,31,2,7,11,47,1,9,17,8,3,8,13,15,0,5,10,48,2,4,14,80,1,9,17,55,0,5,10,51,3,8,13,42,1,9,17,67,2,4,14,98,0,5,10,20,3,8,13,87,2,4,14,96,0,5,10,4,1,9,17,69,1,9,17,18,3,8,13,93,0,5,10,39,2,4,14,85,0,5,10,82,1,9,17,14,2,4,14,71,3,8,13,12,1,9,17,24,0,5,10,62,0,5,10,94,2,4,14,58,3,8,13,33,1,9,17,16,0,5,10,97,2,4,14,68,3,8,13,29,2,4,14,44,0,5,10,84,1,9,17,25,1,9,17,13,3,8,13,70,2,4,14,0,3,8,13,61,0,5,10,5,1,9,17,75,0,5,10,32,2,4,14,2,1,9,17,59,3,8,13,27,3,8,13,49,0,5,10,66,2,4,14,89,1,9,17,21,3,8,13,35,3,8,13,6,2,4,14,77,2,4,14,54,0,5,10,3,2,4,14,41,1,9,17,36,3,8,13,52,0,5,10,50,1,9,17,22,3,8,13,92,1,9,17,40,0,5,10,23,2,4,14,81,1,9,17,88,0,5,10,57,2,4,14,10,1,9,17,43,3,8,13]"
ECHO,3,100,sample1280,"[4,6,8]",1280,1234,20260827,17,I17,N100_K3_M18_I17.xlsx,33.45085906982422,60.746360778808594,6.155353546142578,33.45085906982422,0.0,33.45085906982422,0.0,1.52587890625e-05,True,SUCCEEDED,"[83,1,6,15,62,2,9,13,17,3,8,12,76,0,7,14,52,0,7,14,60,2,4,10,98,1,5,11,29,3,8,12,6,2,9,13,84,0,4,10,46,1,6,15,27,3,8,12,35,2,9,13,67,0,7,14,5,1,6,15,50,0,4,10,41,3,8,12,94,2,9,13,26,0,7,14,24,1,6,15,23,3,8,12,91,2,9,13,79,1,6,15,32,0,4,10,89,0,7,14,78,3,5,11,65,2,9,13,2,0,4,10,19,1,6,15,82,3,8,12,97,0,7,10,3,3,8,12,85,2,9,13,25,1,6,15,1,0,4,14,28,3,8,12,55,0,4,14,66,1,6,15,96,2,9,13,10,3,5,11,58,0,4,14,18,1,6,15,95,3,5,11,73,2,9,13,20,1,6,15,64,3,5,11,53,0,4,14,45,3,5,11,49,2,7,10,0,0,4,14,39,1,6,15,75,2,7,10,74,3,5,11,48,0,4,14,15,2,7,10,9,1,6,15,4,3,5,11,37,0,4,14,86,1,6,15,44,2,7,10,42,3,5,11,63,2,7,10,93,3,5,11,43,0,4,14,16,1,6,15,21,2,7,10,69,3,5,11,14,1,6,15,72,2,7,10,56,1,6,15,12,3,5,11,70,0,4,14,8,2,7,10,30,1,6,15,33,3,5,11,92,0,4,14,68,2,7,10,57,1,6,15,22,0,4,14,80,2,7,10,90,1,6,15,36,3,5,11,71,0,4,14,88,1,6,15,47,2,7,10,59,0,4,14,34,3,5,11,61,1,6,15,31,0,4,14,7,0,4,14,38,2,7,10,54,3,5,11,77,2,7,10,11,3,5,11,81,1,6,15,99,0,4,14,13,1,6,15,51,0,4,14,40,2,7,10,87,3,5,11]"
ECHO,3,100,sample1280,"[4,6,8]",1280,1234,20260827,18,I18,N100_K3_M18_I18.xlsx,35.08644485473633,60.282222747802734,9.890665054321287,35.08644485473633,0.0,35.08644485473633,0.0,1.52587890625e-05,True,SUCCEEDED,"[87,2,4,11,83,3,6,13,43,1,9,16,94,0,5,15,28,2,8,17,24,3,7,12,68,1,9,16,15,0,5,15,5,3,7,12,9,2,4,11,18,0,5,15,99,1,9,16,95,3,6,13,72,2,8,17,50,1,9,16,39,0,5,15,38,2,4,11,85,3,7,12,93,2,8,17,98,3,6,13,58,0,5,15,57,3,7,12,47,2,4,11,97,1,9,16,82,2,8,17,29,0,5,15,34,3,6,13,61,1,9,16,21,0,5,15,36,3,6,13,90,1,9,16,4,2,4,11,56,0,5,15,81,1,9,16,14,3,6,13,23,2,8,17,13,2,7,12,8,1,6,13,30,3,9,16,74,0,5,15,49,2,4,11,33,1,6,13,19,3,9,16,25,2,4,11,84,3,9,16,70,0,5,15,44,1,6,13,0,2,4,11,3,3,9,16,52,0,5,15,60,1,6,13,37,2,4,11,92,3,9,16,59,1,6,13,48,2,4,11,88,0,5,15,26,1,6,13,27,2,4,11,1,3,9,16,76,1,6,13,6,2,4,11,86,0,5,15,10,3,9,16,66,1,6,13,41,0,5,15,12,2,4,11,91,1,6,13,11,0,5,15,55,3,9,16,7,3,9,16,46,0,5,15,77,2,4,11,2,1,6,13,20,3,9,16,67,3,9,16,71,2,4,11,51,1,6,13,54,3,9,16,22,0,5,15,53,1,6,13,65,0,5,15,96,2,4,11,89,3,9,16,75,1,6,13,42,0,5,15,35,2,4,11,40,1,6,13,31,3,9,16,45,0,5,15,32,2,4,11,64,2,4,11,17,1,6,13,63,0,5,15,16,3,9,16,79,0,5,15,69,2,4,11,78,3,9,16,80,1,6,13,73,0,5,15,62,3,9,16]"
