dataset_id,method,size,instance,instance_index,training_seed,eval_seed,decode,objective,travel_time,tardiness,travel_distance,runtime_s,objective_replay_error,peak_gpu_memory_bytes,status
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I95.xlsx,95,1234,20260825,sample-1280,1442.5,2240.8333333333335,644.1666666666665,2465.0,0.07168903492856771,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I96.xlsx,96,1234,20260825,sample-1280,1712.3333333333335,2535.8333333333335,888.8333333333333,2800.0,0.07152187591418624,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I97.xlsx,97,1234,20260825,sample-1280,1555.6666666666667,2542.5,568.8333333333335,2815.0,0.0714875659905374,2.2737367544323206e-13,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I98.xlsx,98,1234,20260825,sample-1280,1824.4166666666665,2625.833333333333,1023.0000000000001,2900.0,0.07146597700193524,2.2737367544323206e-13,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I99.xlsx,99,1234,20260825,sample-1280,1340.8333333333335,2290.0,391.6666666666669,2560.0,0.07145195605698973,0.0,160244224,ok
real_world_test100_seed20260906,cohet,10,RW_N10_K3_M16_I100.xlsx,100,1234,20260825,sample-1280,1519.666666666667,2337.5000000000005,701.8333333333335,2575.0,0.07202901097480208,2.2737367544323206e-13,160244224,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I1.xlsx,1,1234,20260825,sample-1280,2926.583333333334,4373.333333333333,1479.8333333333344,4860.0,0.14168316300492734,0.0,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I2.xlsx,2,1234,20260825,sample-1280,2697.333333333333,4702.5,692.1666666666665,5220.0,0.14161268307361752,0.0,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I3.xlsx,3,1234,20260825,sample-1280,3244.833333333334,4930.000000000001,1559.666666666667,5515.0,0.1416943030199036,0.0,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I4.xlsx,4,1234,20260825,sample-1280,3007.0000000000005,4559.166666666667,1454.833333333334,5100.0,0.14138853491749614,0.0,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I5.xlsx,5,1234,20260825,sample-1280,2546.666666666667,4390.0,703.333333333334,4870.0,0.1418604109203443,0.0,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I6.xlsx,6,1234,20260825,sample-1280,2915.5,4683.333333333334,1147.6666666666665,5185.0,0.14141601498704404,0.0,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I7.xlsx,7,1234,20260825,sample-1280,3033.1666666666665,4852.499999999999,1213.8333333333342,5420.0,0.14173371193464845,0.0,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I8.xlsx,8,1234,20260825,sample-1280,3414.75,5060.0,1769.5000000000002,5605.0,0.14174197206739336,0.0,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I9.xlsx,9,1234,20260825,sample-1280,3502.833333333334,5010.000000000001,1995.666666666667,5545.0,0.14197936898563057,0.0,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I10.xlsx,10,1234,20260825,sample-1280,3254.416666666668,4845.833333333335,1663.0000000000007,5385.0,0.14250112499576062,0.0,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I11.xlsx,11,1234,20260825,sample-1280,3095.416666666667,4774.166666666667,1416.6666666666674,5315.0,0.15480792906600982,9.094947017729282e-13,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I12.xlsx,12,1234,20260825,sample-1280,2892.5,4699.999999999999,1085.0000000000005,5225.0,0.141162876971066,0.0,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I13.xlsx,13,1234,20260825,sample-1280,2876.25,4667.5,1085.0,5165.0,0.14150195405818522,4.547473508864641e-13,189149184,ok
real_world_test100_seed20260906,cohet,20,RW_N20_K3_M16_I14.xlsx,14,1234,20260825,sample-1280,3368.7500000000005,4989.166666666667,1748.3333333333337,5580.0,0.14131660596467555,0.0,189149184,ok
