method,kappa,size,mechanism,train_seed,decode,eval_seed,instance_index,instance_filename,objective,model_objective,distance,tardiness
AM,2,50,D-Bimodal,1234,sample1280,20260827,3,N50_K2_M12_I3.xlsx,17.3463375568,17.3463363647,30.8964214325,3.79625368118
AM,2,50,D-Bimodal,1234,sample1280,20260827,4,N50_K2_M12_I4.xlsx,18.2097260952,18.2097263336,30.358757019,6.06069517136
AM,2,50,D-Bimodal,1234,sample1280,20260827,5,N50_K2_M12_I5.xlsx,16.6617956161,16.6617965698,28.5866775513,4.73691368103
AM,2,50,D-Bimodal,1234,sample1280,20260827,6,N50_K2_M12_I6.xlsx,14.5019472837,14.5019464493,27.1672286987,1.83666586876
AM,2,50,D-Bimodal,1234,sample1280,20260827,7,N50_K2_M12_I7.xlsx,21.5802164078,21.5802154541,33.0901222229,10.0703105927
AM,2,50,D-Bimodal,1234,sample1280,20260827,8,N50_K2_M12_I8.xlsx,19.2092461586,19.2092475891,30.4257793427,7.99271297455
AM,2,50,D-Bimodal,1234,sample1280,20260827,9,N50_K2_M12_I9.xlsx,24.0088453293,24.008846283,34.2082939148,13.8093967438
AM,2,50,D-Bimodal,1234,sample1280,20260827,10,N50_K2_M12_I10.xlsx,17.4688391685,17.4688396454,30.5073165894,4.43036174774
AM,2,50,D-Bimodal,1234,sample1280,20260827,11,N50_K2_M12_I11.xlsx,14.2417001724,14.2416992188,26.3815002441,2.10190010071
AM,2,50,D-Bimodal,1234,sample1280,20260827,12,N50_K2_M12_I12.xlsx,14.8401936889,14.8401937485,27.9284896851,1.75189769268
AM,2,50,D-Bimodal,1234,sample1280,20260827,13,N50_K2_M12_I13.xlsx,17.1261525154,17.1261520386,26.7127189636,7.5395860672
AM,2,50,D-Bimodal,1234,sample1280,20260827,14,N50_K2_M12_I14.xlsx,21.4498238564,21.4498233795,30.560333252,12.3393144608
AM,2,50,D-Bimodal,1234,sample1280,20260827,15,N50_K2_M12_I15.xlsx,17.8995673656,17.8995666504,29.7704582214,6.02867650986
AM,2,50,D-Bimodal,1234,sample1280,20260827,16,N50_K2_M12_I16.xlsx,13.5805600882,13.5805606842,26.141084671,1.02003550529
AM,2,50,D-Bimodal,1234,sample1280,20260827,17,N50_K2_M12_I17.xlsx,14.0561808944,14.0561819077,26.3178768158,1.79448497295
AM,2,50,D-Bimodal,1234,sample1280,20260827,18,N50_K2_M12_I18.xlsx,16.3013277054,16.3013267517,28.0405349731,4.56212043762
AM,2,50,D-Bimodal,1234,sample1280,20260827,19,N50_K2_M12_I19.xlsx,20.5273895264,20.5273895264,30.0299396515,11.0248394012
AM,2,50,D-Bimodal,1234,sample1280,20260827,20,N50_K2_M12_I20.xlsx,23.7451152802,23.7451152802,29.7670135498,17.7232170105
AM,2,50,D-Bimodal,1234,sample1280,20260827,21,N50_K2_M12_I21.xlsx,19.7114114761,19.7114105225,29.9508914948,9.47193145752
AM,2,50,D-Bimodal,1234,sample1280,20260827,22,N50_K2_M12_I22.xlsx,16.4410991669,16.4410991669,28.387014389,4.4951839447
AM,2,50,D-Bimodal,1234,sample1280,20260827,23,N50_K2_M12_I23.xlsx,15.1153846979,15.1153850555,27.8379230499,2.3928463459
AM,2,50,D-Bimodal,1234,sample1280,20260827,24,N50_K2_M12_I24.xlsx,18.1725614071,18.1725597382,30.8011569977,5.5439658165
AM,2,50,D-Bimodal,1234,sample1280,20260827,25,N50_K2_M12_I25.xlsx,17.6988177299,17.6988182068,27.6306266785,7.76700878143
AM,2,50,D-Bimodal,1234,sample1280,20260827,26,N50_K2_M12_I26.xlsx,18.1478595734,18.1478614807,28.5341148376,7.76160430908
AM,2,50,D-Bimodal,1234,sample1280,20260827,27,N50_K2_M12_I27.xlsx,19.5177059174,19.5177059174,30.9510879517,8.08432388306
AM,2,50,D-Bimodal,1234,sample1280,20260827,28,N50_K2_M12_I28.xlsx,14.9733513594,14.9733505249,27.2967319489,2.64997076988
AM,2,50,D-Bimodal,1234,sample1280,20260827,29,N50_K2_M12_I29.xlsx,24.2851629257,24.2851638794,30.2229747772,18.3473510742
AM,2,50,D-Bimodal,1234,sample1280,20260827,30,N50_K2_M12_I30.xlsx,14.3790458441,14.3790454865,27.0806789398,1.67741274834
AM,2,50,D-Bimodal,1234,sample1280,20260827,31,N50_K2_M12_I31.xlsx,14.2483934164,14.2483911514,27.4392623901,1.05752444267
AM,2,50,D-Bimodal,1234,sample1280,20260827,32,N50_K2_M12_I32.xlsx,24.0846405029,24.0846405029,30.1420040131,18.0272769928
AM,2,50,D-Bimodal,1234,sample1280,20260827,33,N50_K2_M12_I33.xlsx,16.1984481812,16.1984481812,26.5432052612,5.85369110107
AM,2,50,D-Bimodal,1234,sample1280,20260827,34,N50_K2_M12_I34.xlsx,18.7443060875,18.7443065643,28.8035354614,8.68507671356
AM,2,50,D-Bimodal,1234,sample1280,20260827,35,N50_K2_M12_I35.xlsx,20.1170568466,20.1170578003,30.9504928589,9.28362083435
AM,2,50,D-Bimodal,1234,sample1280,20260827,36,N50_K2_M12_I36.xlsx,15.0531793833,15.0531816483,28.1163063049,1.99005246162
AM,2,50,D-Bimodal,1234,sample1280,20260827,37,N50_K2_M12_I37.xlsx,18.4067912102,18.406791687,30.7886505127,6.02493190765
AM,2,50,D-Bimodal,1234,sample1280,20260827,38,N50_K2_M12_I38.xlsx,20.4856710434,20.4856700897,29.0711956024,11.9001464844
AM,2,50,D-Bimodal,1234,sample1280,20260827,39,N50_K2_M12_I39.xlsx,14.2932443619,14.2932443619,26.6763687134,1.91012001038
AM,2,50,D-Bimodal,1234,sample1280,20260827,40,N50_K2_M12_I40.xlsx,15.8419914246,15.8419923782,28.3417835236,3.34219932556
AM,2,50,D-Bimodal,1234,sample1280,20260827,41,N50_K2_M12_I41.xlsx,23.9344320297,23.9344329834,33.8078804016,14.0609836578
AM,2,50,D-Bimodal,1234,sample1280,20260827,42,N50_K2_M12_I42.xlsx,21.6978130341,21.6978111267,31.5337905884,11.8618354797
AM,2,50,D-Bimodal,1234,sample1280,20260827,43,N50_K2_M12_I43.xlsx,14.0447562933,14.0447559357,26.3917579651,1.69775462151
AM,2,50,D-Bimodal,1234,sample1280,20260827,44,N50_K2_M12_I44.xlsx,12.3248505592,12.3248519897,24.4973163605,0.152384757996
AM,2,50,D-Bimodal,1234,sample1280,20260827,45,N50_K2_M12_I45.xlsx,23.7375044823,23.7375049591,33.4622268677,14.0127820969
AM,2,50,D-Bimodal,1234,sample1280,20260827,46,N50_K2_M12_I46.xlsx,18.2194418907,18.2194423676,29.1893806458,7.24950313568
AM,2,50,D-Bimodal,1234,sample1280,20260827,47,N50_K2_M12_I47.xlsx,18.2206959724,18.220697403,26.8025817871,9.63881015778
AM,2,50,D-Bimodal,1234,sample1280,20260827,48,N50_K2_M12_I48.xlsx,17.6638770103,17.6638774872,27.5092697144,7.81848430634
AM,2,50,D-Bimodal,1234,sample1280,20260827,49,N50_K2_M12_I49.xlsx,25.4327573776,25.4327583313,32.0863723755,18.7791423798
AM,2,50,D-Bimodal,1234,sample1280,20260827,50,N50_K2_M12_I50.xlsx,14.1748597622,14.1748600006,27.4444923401,0.905227184296
AM,2,50,D-Bimodal,1234,sample1280,20260827,51,N50_K2_M12_I51.xlsx,14.4007997513,14.4007997513,27.0930290222,1.70857048035
AM,2,50,D-Bimodal,1234,sample1280,20260827,52,N50_K2_M12_I52.xlsx,17.4981236458,17.4981212616,27.3576107025,7.63863658905
AM,2,50,D-Bimodal,1234,sample1280,20260827,53,N50_K2_M12_I53.xlsx,15.1572742462,15.1572742462,25.8195304871,4.49501800537
AM,2,50,D-Bimodal,1234,sample1280,20260827,54,N50_K2_M12_I54.xlsx,19.0780696869,19.0780677795,29.373468399,8.78267097473
AM,2,50,D-Bimodal,1234,sample1280,20260827,55,N50_K2_M12_I55.xlsx,20.2114253044,20.2114257812,32.4605331421,7.96231746674
AM,2,50,D-Bimodal,1234,sample1280,20260827,56,N50_K2_M12_I56.xlsx,18.3065619469,18.3065624237,29.0283546448,7.58476924896
AM,2,50,D-Bimodal,1234,sample1280,20260827,57,N50_K2_M12_I57.xlsx,16.6146478653,16.6146469116,26.6202087402,6.60908699036
AM,2,50,D-Bimodal,1234,sample1280,20260827,58,N50_K2_M12_I58.xlsx,19.6179666519,19.6179656982,29.7446746826,9.49125862122
AM,2,50,D-Bimodal,1234,sample1280,20260827,59,N50_K2_M12_I59.xlsx,19.4931697845,19.4931678772,28.7262706757,10.2600688934
AM,2,50,D-Bimodal,1234,sample1280,20260827,60,N50_K2_M12_I60.xlsx,18.4971139431,18.4971141815,29.3697109222,7.62451696396
AM,2,50,D-Bimodal,1234,sample1280,20260827,61,N50_K2_M12_I61.xlsx,22.0106282234,22.0106277466,28.9445552826,15.0767011642
AM,2,50,D-Bimodal,1234,sample1280,20260827,62,N50_K2_M12_I62.xlsx,17.3183894157,17.3183898926,30.50340271,4.13337612152
AM,2,50,D-Bimodal,1234,sample1280,20260827,63,N50_K2_M12_I63.xlsx,13.8866341114,13.886633873,26.7382087708,1.03505945206
AM,2,50,D-Bimodal,1234,sample1280,20260827,64,N50_K2_M12_I64.xlsx,15.4457929134,15.4457931519,28.2456665039,2.64591932297
AM,2,50,D-Bimodal,1234,sample1280,20260827,65,N50_K2_M12_I65.xlsx,18.0947959423,18.0947952271,29.5489234924,6.64066839218
AM,2,50,D-Bimodal,1234,sample1280,20260827,66,N50_K2_M12_I66.xlsx,21.1802120209,21.1802139282,28.8411121368,13.5193119049
AM,2,50,D-Bimodal,1234,sample1280,20260827,67,N50_K2_M12_I67.xlsx,15.5931791067,15.5931787491,27.4190101624,3.76734805107
AM,2,50,D-Bimodal,1234,sample1280,20260827,68,N50_K2_M12_I68.xlsx,17.6704952717,17.6704940796,28.4090175629,6.9319729805
AM,2,50,D-Bimodal,1234,sample1280,20260827,69,N50_K2_M12_I69.xlsx,17.8113775253,17.8113765717,28.9635334015,6.65922164917
AM,2,50,D-Bimodal,1234,sample1280,20260827,70,N50_K2_M12_I70.xlsx,19.3577890396,19.3577880859,29.6650619507,9.05051612854
AM,2,50,D-Bimodal,1234,sample1280,20260827,71,N50_K2_M12_I71.xlsx,14.9291744232,14.9291734695,26.8911838531,2.96716499329
AM,2,50,D-Bimodal,1234,sample1280,20260827,72,N50_K2_M12_I72.xlsx,23.0795903206,23.0795898438,33.9534988403,12.2056818008
AM,2,50,D-Bimodal,1234,sample1280,20260827,73,N50_K2_M12_I73.xlsx,16.8066217899,16.8066196442,28.2556152344,5.35762834549
AM,2,50,D-Bimodal,1234,sample1280,20260827,74,N50_K2_M12_I74.xlsx,20.8575687408,20.8575668335,30.3279056549,11.3872318268
AM,2,50,D-Bimodal,1234,sample1280,20260827,75,N50_K2_M12_I75.xlsx,16.8099184036,16.80991745,27.0660648346,6.55377197266
AM,2,50,D-Bimodal,1234,sample1280,20260827,76,N50_K2_M12_I76.xlsx,19.2815666199,19.2815666199,31.5225658417,7.04056739807
AM,2,50,D-Bimodal,1234,sample1280,20260827,77,N50_K2_M12_I77.xlsx,14.7408175468,14.7408180237,26.7119674683,2.76966762543
AM,2,50,D-Bimodal,1234,sample1280,20260827,78,N50_K2_M12_I78.xlsx,16.4662442207,16.4662437439,27.5103664398,5.42212200165
AM,2,50,D-Bimodal,1234,sample1280,20260827,79,N50_K2_M12_I79.xlsx,25.1995000839,25.1994972229,33.5168571472,16.8821430206
AM,2,50,D-Bimodal,1234,sample1280,20260827,80,N50_K2_M12_I80.xlsx,18.687902689,18.6879024506,29.7491836548,7.62662172318
AM,2,50,D-Bimodal,1234,sample1280,20260827,81,N50_K2_M12_I81.xlsx,17.3020722866,17.3020706177,29.5610866547,5.04305791855
AM,2,50,D-Bimodal,1234,sample1280,20260827,82,N50_K2_M12_I82.xlsx,16.0092594624,16.0092601776,27.9588565826,4.05966234207
AM,2,50,D-Bimodal,1234,sample1280,20260827,83,N50_K2_M12_I83.xlsx,18.4690315723,18.4690322876,30.465303421,6.47275972366
AM,2,50,D-Bimodal,1234,sample1280,20260827,84,N50_K2_M12_I84.xlsx,16.93176651,16.93176651,29.4410648346,4.42246818542
AM,2,50,D-Bimodal,1234,sample1280,20260827,85,N50_K2_M12_I85.xlsx,16.2747459412,16.2747421265,28.2719364166,4.2775554657
AM,2,50,D-Bimodal,1234,sample1280,20260827,86,N50_K2_M12_I86.xlsx,13.8139426112,13.8139448166,26.4463043213,1.18158090115
AM,2,50,D-Bimodal,1234,sample1280,20260827,87,N50_K2_M12_I87.xlsx,18.357550621,18.3575496674,29.1110343933,7.60406684875
AM,2,50,D-Bimodal,1234,sample1280,20260827,88,N50_K2_M12_I88.xlsx,17.2726902962,17.2726898193,28.9745368958,5.57084369659
AM,2,50,D-Bimodal,1234,sample1280,20260827,89,N50_K2_M12_I89.xlsx,15.3883523941,15.3883523941,28.7901573181,1.98654747009
AM,2,50,D-Bimodal,1234,sample1280,20260827,90,N50_K2_M12_I90.xlsx,18.5223093033,18.5223083496,31.4653091431,5.5793094635
AM,2,50,D-Bimodal,1234,sample1280,20260827,91,N50_K2_M12_I91.xlsx,13.713602066,13.713602066,26.625743866,0.801460266113
AM,2,50,D-Bimodal,1234,sample1280,20260827,92,N50_K2_M12_I92.xlsx,15.2044986486,15.204498291,27.6764221191,2.73257517815
AM,2,50,D-Bimodal,1234,sample1280,20260827,93,N50_K2_M12_I93.xlsx,19.2359390259,19.2359390259,29.2047042847,9.26717376709
AM,2,50,D-Bimodal,1234,sample1280,20260827,94,N50_K2_M12_I94.xlsx,18.8903670311,18.8903675079,30.0711174011,7.70961666107
AM,2,50,D-Bimodal,1234,sample1280,20260827,95,N50_K2_M12_I95.xlsx,14.4287494421,14.4287490845,27.5605926514,1.29690623283
AM,2,50,D-Bimodal,1234,sample1280,20260827,96,N50_K2_M12_I96.xlsx,17.5867006779,17.5867004395,28.2027549744,6.97064638138
AM,2,50,D-Bimodal,1234,sample1280,20260827,97,N50_K2_M12_I97.xlsx,18.9238052368,18.9238052368,30.1237754822,7.72383499146
AM,2,50,D-Bimodal,1234,sample1280,20260827,98,N50_K2_M12_I98.xlsx,19.1044621468,19.1044635773,31.2971992493,6.91172504425
AM,2,50,D-Bimodal,1234,sample1280,20260827,99,N50_K2_M12_I99.xlsx,17.262825489,17.2628250122,29.3753700256,5.15028095245
AM,2,50,D-Bimodal,1234,sample1280,20260827,100,N50_K2_M12_I100.xlsx,17.1417090893,17.141708374,26.7730903625,7.51032781601
AM,2,50,D-AntiDistance,1234,greedy,20260827,1,N50_K2_M12_I1.xlsx,22.3842430115,22.3842449188,33.0751914978,11.6932945251
AM,2,50,D-AntiDistance,1234,greedy,20260827,2,N50_K2_M12_I2.xlsx,21.2025461197,21.202545166,31.5088710785,10.8962211609
AM,2,50,D-AntiDistance,1234,greedy,20260827,3,N50_K2_M12_I3.xlsx,21.900393486,21.900390625,35.1592025757,8.64158439636
AM,2,50,D-AntiDistance,1234,greedy,20260827,4,N50_K2_M12_I4.xlsx,21.9286875725,21.928686142,35.2130851746,8.6442899704
AM,2,50,D-AntiDistance,1234,greedy,20260827,5,N50_K2_M12_I5.xlsx,22.5508284569,22.5508289337,36.7147750854,8.38688182831
AM,2,50,D-AntiDistance,1234,greedy,20260827,6,N50_K2_M12_I6.xlsx,20.3393554688,20.3393554688,32.1802520752,8.4984588623
AM,2,50,D-AntiDistance,1234,greedy,20260827,7,N50_K2_M12_I7.xlsx,21.5775661469,21.5775661469,33.6108856201,9.54424667358
AM,2,50,D-AntiDistance,1234,greedy,20260827,8,N50_K2_M12_I8.xlsx,18.8936553001,18.893655777,31.2272453308,6.56006526947
AM,2,50,D-AntiDistance,1234,greedy,20260827,9,N50_K2_M12_I9.xlsx,21.6936807632,21.6936798096,31.168170929,12.2191905975
AM,2,50,D-AntiDistance,1234,greedy,20260827,10,N50_K2_M12_I10.xlsx,22.6991634369,22.6991615295,34.3688659668,11.029460907
AM,2,50,D-AntiDistance,1234,greedy,20260827,11,N50_K2_M12_I11.xlsx,21.5366921425,21.536693573,35.1578063965,7.91557788849
AM,2,50,D-AntiDistance,1234,greedy,20260827,12,N50_K2_M12_I12.xlsx,20.2967891693,20.2967891693,32.4769668579,8.11661148071
AM,2,50,D-AntiDistance,1234,greedy,20260827,13,N50_K2_M12_I13.xlsx,21.8455028534,21.8455028534,35.5664482117,8.12455749512
AM,2,50,D-AntiDistance,1234,greedy,20260827,14,N50_K2_M12_I14.xlsx,20.7941145897,20.7941131592,33.1014328003,8.48679637909
