method,kappa,size,mechanism,train_seed,decode,eval_seed,instance_index,instance_filename,objective,model_objective,distance,tardiness
HDRL,2,20,ID,1234,greedy,20260827,90,N20_K2_M12_I90.xlsx,12.3260776997,12.3260774612,19.5871963501,5.06495904922
HDRL,2,20,ID,1234,greedy,20260827,91,N20_K2_M12_I91.xlsx,11.1694974899,11.1694974899,16.578496933,5.76049804688
HDRL,2,20,ID,1234,greedy,20260827,92,N20_K2_M12_I92.xlsx,9.32371997833,9.32371997833,14.3376207352,4.3098192215
HDRL,2,20,ID,1234,greedy,20260827,93,N20_K2_M12_I93.xlsx,11.0755472183,11.0755472183,16.8479309082,5.30316352844
HDRL,2,20,ID,1234,greedy,20260827,94,N20_K2_M12_I94.xlsx,13.8280086517,13.8280076981,16.8593940735,10.79662323
HDRL,2,20,ID,1234,greedy,20260827,95,N20_K2_M12_I95.xlsx,10.0454816818,10.0454816818,15.9418888092,4.14907455444
HDRL,2,20,ID,1234,greedy,20260827,96,N20_K2_M12_I96.xlsx,10.6426205635,10.6426200867,15.6438455582,5.64139556885
HDRL,2,20,ID,1234,greedy,20260827,97,N20_K2_M12_I97.xlsx,11.4185736179,11.4185743332,18.6611804962,4.17596673965
HDRL,2,20,ID,1234,greedy,20260827,98,N20_K2_M12_I98.xlsx,9.51660084724,9.51660060883,15.7844324112,3.24876928329
HDRL,2,20,ID,1234,greedy,20260827,99,N20_K2_M12_I99.xlsx,10.4154047966,10.4154052734,14.8282356262,6.00257396698
HDRL,2,20,ID,1234,greedy,20260827,100,N20_K2_M12_I100.xlsx,12.0358805656,12.0358810425,19.9053001404,4.16646099091
HDRL,2,20,ID,1234,sample1280,20260827,1,N20_K2_M12_I1.xlsx,10.8148980141,10.8148984909,15.8284902573,5.80130577087
HDRL,2,20,ID,1234,sample1280,20260827,2,N20_K2_M12_I2.xlsx,10.7741975784,10.7741966248,17.5496120453,3.99878311157
HDRL,2,20,ID,1234,sample1280,20260827,3,N20_K2_M12_I3.xlsx,9.76013207436,9.76013183594,14.7093276978,4.81093645096
HDRL,2,20,ID,1234,sample1280,20260827,4,N20_K2_M12_I4.xlsx,8.75302743912,8.75302696228,12.5615196228,4.94453525543
HDRL,2,20,ID,1234,sample1280,20260827,5,N20_K2_M12_I5.xlsx,9.48080480099,9.48080444336,15.1857690811,3.77584052086
HDRL,2,20,ID,1234,sample1280,20260827,6,N20_K2_M12_I6.xlsx,11.34177351,11.3417739868,17.3370132446,5.34653377533
HDRL,2,20,ID,1234,sample1280,20260827,7,N20_K2_M12_I7.xlsx,12.4317507744,12.4317493439,17.9557800293,6.90772151947
HDRL,2,20,ID,1234,sample1280,20260827,8,N20_K2_M12_I8.xlsx,11.4464561939,11.4464559555,17.5220451355,5.37086725235
HDRL,2,20,ID,1234,sample1280,20260827,9,N20_K2_M12_I9.xlsx,10.5786261559,10.5786266327,16.5041847229,4.65306758881
HDRL,2,20,ID,1234,sample1280,20260827,10,N20_K2_M12_I10.xlsx,10.6009762287,10.6009759903,16.3395652771,4.86238718033
HDRL,2,20,ID,1234,sample1280,20260827,11,N20_K2_M12_I11.xlsx,11.0775055885,11.0775060654,15.9482135773,6.20679759979
HDRL,2,20,ID,1234,sample1280,20260827,12,N20_K2_M12_I12.xlsx,7.23102760315,7.23102760315,12.3717060089,2.09034919739
HDRL,2,20,ID,1234,sample1280,20260827,13,N20_K2_M12_I13.xlsx,10.5187780857,10.5187778473,17.4702796936,3.56727647781
HDRL,2,20,ID,1234,sample1280,20260827,14,N20_K2_M12_I14.xlsx,8.86108016968,8.86108016968,13.3170318604,4.405128479
HDRL,2,20,ID,1234,sample1280,20260827,15,N20_K2_M12_I15.xlsx,9.43792939186,9.43792915344,14.6732654572,4.20259332657
HDRL,2,20,ID,1234,sample1280,20260827,16,N20_K2_M12_I16.xlsx,10.3682198524,10.3682193756,15.275841713,5.46059799194
HDRL,2,20,ID,1234,sample1280,20260827,17,N20_K2_M12_I17.xlsx,10.3679366112,10.3679361343,15.4532375336,5.28263568878
HDRL,2,20,ID,1234,sample1280,20260827,18,N20_K2_M12_I18.xlsx,10.7918024063,10.79180336,16.7804279327,4.80317687988
HDRL,2,20,ID,1234,sample1280,20260827,19,N20_K2_M12_I19.xlsx,9.83918714523,9.83918762207,15.31275177,4.36562252045
HDRL,2,20,ID,1234,sample1280,20260827,20,N20_K2_M12_I20.xlsx,10.9507198334,10.9507198334,17.0865859985,4.81485366821
HDRL,2,20,ID,1234,sample1280,20260827,21,N20_K2_M12_I21.xlsx,11.8293290138,11.8293304443,18.2230453491,5.43561267853
HDRL,2,20,ID,1234,sample1280,20260827,22,N20_K2_M12_I22.xlsx,11.0864984989,11.0864973068,16.9881954193,5.18480157852
HDRL,2,20,ID,1234,sample1280,20260827,23,N20_K2_M12_I23.xlsx,12.2418494225,12.2418498993,18.1485328674,6.33516597748
HDRL,2,20,ID,1234,sample1280,20260827,24,N20_K2_M12_I24.xlsx,12.1719472408,12.1719474792,17.6022338867,6.74166059494
HDRL,2,20,ID,1234,sample1280,20260827,25,N20_K2_M12_I25.xlsx,9.42129397392,9.42129421234,14.7249946594,4.11759328842
HDRL,2,20,ID,1234,sample1280,20260827,26,N20_K2_M12_I26.xlsx,11.1155221462,11.1155223846,15.9126577377,6.31838655472
HDRL,2,20,ID,1234,sample1280,20260827,27,N20_K2_M12_I27.xlsx,9.98620390892,9.98620414734,15.9654846191,4.0069231987
HDRL,2,20,ID,1234,sample1280,20260827,28,N20_K2_M12_I28.xlsx,11.8271822929,11.8271808624,18.29845047,5.35591411591
HDRL,2,20,ID,1234,sample1280,20260827,29,N20_K2_M12_I29.xlsx,11.1958229542,11.1958227158,15.6760606766,6.71558523178
HDRL,2,20,ID,1234,sample1280,20260827,30,N20_K2_M12_I30.xlsx,10.1906551123,10.1906547546,16.4709968567,3.91031336784
HDRL,2,20,ID,1234,sample1280,20260827,31,N20_K2_M12_I31.xlsx,8.41484022141,8.41484069824,13.1909418106,3.6387386322
HDRL,2,20,ID,1234,sample1280,20260827,32,N20_K2_M12_I32.xlsx,7.78250956535,7.7825088501,12.712556839,2.85246229172
HDRL,2,20,ID,1234,sample1280,20260827,33,N20_K2_M12_I33.xlsx,8.91283226013,8.91283226013,15.7412834167,2.08438110352
HDRL,2,20,ID,1234,sample1280,20260827,34,N20_K2_M12_I34.xlsx,10.9851226807,10.9851226807,16.7084560394,5.2617893219
HDRL,2,20,ID,1234,sample1280,20260827,35,N20_K2_M12_I35.xlsx,12.3742978573,12.3742980957,16.7526874542,7.99590826035
HDRL,2,20,ID,1234,sample1280,20260827,36,N20_K2_M12_I36.xlsx,9.43699073792,9.43699073792,15.2724227905,3.6015586853
HDRL,2,20,ID,1234,sample1280,20260827,37,N20_K2_M12_I37.xlsx,12.4346401691,12.4346399307,18.3106422424,6.55863809586
HDRL,2,20,ID,1234,sample1280,20260827,38,N20_K2_M12_I38.xlsx,9.59040951729,9.59040927887,15.3969259262,3.78389310837
HDRL,2,20,ID,1234,sample1280,20260827,39,N20_K2_M12_I39.xlsx,11.4797780514,11.4797782898,16.7993469238,6.16020917892
HDRL,2,20,ID,1234,sample1280,20260827,40,N20_K2_M12_I40.xlsx,10.5578165054,10.5578165054,15.4566802979,5.65895271301
HDRL,2,20,ID,1234,sample1280,20260827,41,N20_K2_M12_I41.xlsx,10.4112768173,10.411277771,15.8138818741,5.00867176056
HDRL,2,20,ID,1234,sample1280,20260827,42,N20_K2_M12_I42.xlsx,11.8794565201,11.8794565201,14.9199752808,8.8389377594
HDRL,2,20,ID,1234,sample1280,20260827,43,N20_K2_M12_I43.xlsx,9.11564874649,9.11564826965,15.3030910492,2.92820644379
HDRL,2,20,ID,1234,sample1280,20260827,44,N20_K2_M12_I44.xlsx,11.4579253197,11.4579257965,16.1393642426,6.77648639679
HDRL,2,20,ID,1234,sample1280,20260827,45,N20_K2_M12_I45.xlsx,11.0347778797,11.0347776413,17.1654911041,4.9040646553
HDRL,2,20,ID,1234,sample1280,20260827,46,N20_K2_M12_I46.xlsx,7.81680309772,7.81680297852,12.30950737,3.32409882545
HDRL,2,20,ID,1234,sample1280,20260827,47,N20_K2_M12_I47.xlsx,9.73509716988,9.73509693146,14.8475141525,4.62268018723
HDRL,2,20,ID,1234,sample1280,20260827,48,N20_K2_M12_I48.xlsx,9.20147705078,9.20147705078,14.1539640427,4.2489900589
HDRL,2,20,ID,1234,sample1280,20260827,49,N20_K2_M12_I49.xlsx,9.70552015305,9.70552062988,15.6412010193,3.7698392868
HDRL,2,20,ID,1234,sample1280,20260827,50,N20_K2_M12_I50.xlsx,12.1533112526,12.1533107758,17.7618637085,6.54475879669
HDRL,2,20,ID,1234,sample1280,20260827,51,N20_K2_M12_I51.xlsx,11.0391557217,11.0391559601,16.9193458557,5.15896558762
HDRL,2,20,ID,1234,sample1280,20260827,52,N20_K2_M12_I52.xlsx,11.0188601017,11.0188598633,16.3071899414,5.73053026199
HDRL,2,20,ID,1234,sample1280,20260827,53,N20_K2_M12_I53.xlsx,10.6120474339,10.6120471954,14.7939291,6.43016576767
HDRL,2,20,ID,1234,sample1280,20260827,54,N20_K2_M12_I54.xlsx,9.70100903511,9.70100784302,16.3309192657,3.07109880447
HDRL,2,20,ID,1234,sample1280,20260827,55,N20_K2_M12_I55.xlsx,11.6274209023,11.6274204254,16.5357189178,6.71912288666
HDRL,2,20,ID,1234,sample1280,20260827,56,N20_K2_M12_I56.xlsx,12.1717712879,12.1717710495,19.3248062134,5.01873636246
HDRL,2,20,ID,1234,sample1280,20260827,57,N20_K2_M12_I57.xlsx,11.4489283562,11.448928833,17.1516609192,5.74619579315
HDRL,2,20,ID,1234,sample1280,20260827,58,N20_K2_M12_I58.xlsx,8.93909204006,8.93909168243,14.197722435,3.68046164513
HDRL,2,20,ID,1234,sample1280,20260827,59,N20_K2_M12_I59.xlsx,9.26570940018,9.26570892334,13.8087081909,4.72271060944
HDRL,2,20,ID,1234,sample1280,20260827,60,N20_K2_M12_I60.xlsx,9.5751273632,9.5751285553,15.2636547089,3.88660001755
HDRL,2,20,ID,1234,sample1280,20260827,61,N20_K2_M12_I61.xlsx,10.6078364849,10.607837677,16.5248661041,4.69080686569
HDRL,2,20,ID,1234,sample1280,20260827,62,N20_K2_M12_I62.xlsx,8.91461777687,8.91461753845,14.8520965576,2.97713899612
HDRL,2,20,ID,1234,sample1280,20260827,63,N20_K2_M12_I63.xlsx,10.3456277847,10.3456287384,15.9261713028,4.76508426666
HDRL,2,20,ID,1234,sample1280,20260827,64,N20_K2_M12_I64.xlsx,9.99493718147,9.99493789673,16.1811504364,3.80872392654
HDRL,2,20,ID,1234,sample1280,20260827,65,N20_K2_M12_I65.xlsx,12.6630585194,12.6630582809,17.8033714294,7.52274560928
HDRL,2,20,ID,1234,sample1280,20260827,66,N20_K2_M12_I66.xlsx,10.3657741547,10.3657741547,15.1000480652,5.63150024414
HDRL,2,20,ID,1234,sample1280,20260827,67,N20_K2_M12_I67.xlsx,9.93332386017,9.93332290649,15.2066640854,4.65998363495
HDRL,2,20,ID,1234,sample1280,20260827,68,N20_K2_M12_I68.xlsx,10.0359425545,10.0359420776,15.3899745941,4.68191051483
HDRL,2,20,ID,1234,sample1280,20260827,69,N20_K2_M12_I69.xlsx,10.7832581997,10.7832584381,15.6527605057,5.91375589371
HDRL,2,20,ID,1234,sample1280,20260827,70,N20_K2_M12_I70.xlsx,10.1722049713,10.172205925,17.0350856781,3.30932426453
HDRL,2,20,ID,1234,sample1280,20260827,71,N20_K2_M12_I71.xlsx,11.9404096603,11.9404087067,18.1463451385,5.73447418213
HDRL,2,20,ID,1234,sample1280,20260827,72,N20_K2_M12_I72.xlsx,10.5143048763,10.5143051147,15.7721605301,5.25644922256
HDRL,2,20,ID,1234,sample1280,20260827,73,N20_K2_M12_I73.xlsx,9.40225362778,9.40225315094,14.0593080521,4.74519920349
HDRL,2,20,ID,1234,sample1280,20260827,74,N20_K2_M12_I74.xlsx,10.5027470589,10.502746582,15.3794746399,5.62601947784
HDRL,2,20,ID,1234,sample1280,20260827,75,N20_K2_M12_I75.xlsx,9.42391860485,9.42391777039,15.5063199997,3.34151721001
HDRL,2,20,ID,1234,sample1280,20260827,76,N20_K2_M12_I76.xlsx,11.7569031715,11.7569026947,16.1483974457,7.3654088974
HDRL,2,20,ID,1234,sample1280,20260827,77,N20_K2_M12_I77.xlsx,9.94014072418,9.94013977051,15.5756483078,4.30463314056
HDRL,2,20,ID,1234,sample1280,20260827,78,N20_K2_M12_I78.xlsx,9.58832335472,9.58832263947,13.863243103,5.31340360641
HDRL,2,20,ID,1234,sample1280,20260827,79,N20_K2_M12_I79.xlsx,11.1644916534,11.1644916534,15.9743862152,6.35459709167
HDRL,2,20,ID,1234,sample1280,20260827,80,N20_K2_M12_I80.xlsx,10.6347780228,10.6347780228,15.3168830872,5.95267295837
HDRL,2,20,ID,1234,sample1280,20260827,81,N20_K2_M12_I81.xlsx,10.4899845123,10.4899845123,14.0970621109,6.88290691376
HDRL,2,20,ID,1234,sample1280,20260827,82,N20_K2_M12_I82.xlsx,9.96292471886,9.96292495728,14.7802114487,5.14563798904
HDRL,2,20,ID,1234,sample1280,20260827,83,N20_K2_M12_I83.xlsx,10.6091103554,10.6091098785,15.479300499,5.73892021179
HDRL,2,20,ID,1234,sample1280,20260827,84,N20_K2_M12_I84.xlsx,9.91873669624,9.91873550415,15.2521591187,4.58531427383
HDRL,2,20,ID,1234,sample1280,20260827,85,N20_K2_M12_I85.xlsx,11.6340074539,11.6340065002,15.4690141678,7.79900074005
HDRL,2,20,ID,1234,sample1280,20260827,86,N20_K2_M12_I86.xlsx,10.1574656963,10.1574659348,15.6038570404,4.71107435226
HDRL,2,20,ID,1234,sample1280,20260827,87,N20_K2_M12_I87.xlsx,9.23789834976,9.23789787292,13.7467098236,4.72908687592
HDRL,2,20,ID,1234,sample1280,20260827,88,N20_K2_M12_I88.xlsx,9.3944593668,9.39445972443,16.045747757,2.74317097664
HDRL,2,20,ID,1234,sample1280,20260827,89,N20_K2_M12_I89.xlsx,10.6389892101,10.6389884949,15.4863891602,5.7915892601
HDRL,2,20,ID,1234,sample1280,20260827,90,N20_K2_M12_I90.xlsx,10.9856631756,10.985663414,17.302066803,4.66925954819
HDRL,2,20,ID,1234,sample1280,20260827,91,N20_K2_M12_I91.xlsx,10.63667202,10.63667202,15.512845993,5.76049804688
HDRL,2,20,ID,1234,sample1280,20260827,92,N20_K2_M12_I92.xlsx,8.80004858971,8.80004787445,13.9524850845,3.64761209488
HDRL,2,20,ID,1234,sample1280,20260827,93,N20_K2_M12_I93.xlsx,10.1442687511,10.1442689896,15.4772377014,4.81129980087
HDRL,2,20,ID,1234,sample1280,20260827,94,N20_K2_M12_I94.xlsx,9.63469398022,9.63469409943,15.6516170502,3.61777091026
HDRL,2,20,ID,1234,sample1280,20260827,95,N20_K2_M12_I95.xlsx,9.84796202183,9.84796237946,16.8172836304,2.87864041328
HDRL,2,20,ID,1234,sample1280,20260827,96,N20_K2_M12_I96.xlsx,9.92655467987,9.92655563354,15.6139612198,4.23914813995
HDRL,2,20,ID,1234,sample1280,20260827,97,N20_K2_M12_I97.xlsx,10.4504773617,10.4504776001,16.8692646027,4.0316901207
HDRL,2,20,ID,1234,sample1280,20260827,98,N20_K2_M12_I98.xlsx,9.07072472572,9.0707244873,14.8926801682,3.24876928329
HDRL,2,20,ID,1234,sample1280,20260827,99,N20_K2_M12_I99.xlsx,10.2897844315,10.2897844315,14.6788234711,5.90074539185
HDRL,2,20,ID,1234,sample1280,20260827,100,N20_K2_M12_I100.xlsx,9.90114307404,9.90114212036,15.7919807434,4.01030540466
HDRL,2,20,D-IID,1234,greedy,20260827,1,N20_K2_M12_I1.xlsx,15.2418212891,15.2418212891,19.1124458313,11.3711967468
HDRL,2,20,D-IID,1234,greedy,20260827,2,N20_K2_M12_I2.xlsx,12.5711717606,12.5711708069,18.2366695404,6.90567398071
HDRL,2,20,D-IID,1234,greedy,20260827,3,N20_K2_M12_I3.xlsx,8.84798562527,8.84798622131,15.7051849365,1.99078631401
HDRL,2,20,D-IID,1234,greedy,20260827,4,N20_K2_M12_I4.xlsx,10.9713642597,10.971364975,15.4204959869,6.5222325325
HDRL,2,20,D-IID,1234,greedy,20260827,5,N20_K2_M12_I5.xlsx,8.49066829681,8.49066925049,16.9813365936,0.0
HDRL,2,20,D-IID,1234,greedy,20260827,6,N20_K2_M12_I6.xlsx,10.1655557156,10.165555954,17.2298469543,3.10126447678
HDRL,2,20,D-IID,1234,greedy,20260827,7,N20_K2_M12_I7.xlsx,12.2813835144,12.2813835144,16.8286361694,7.73413085938
HDRL,2,20,D-IID,1234,greedy,20260827,8,N20_K2_M12_I8.xlsx,8.14077234268,8.14077186584,15.2453136444,1.03623104095
HDRL,2,20,D-IID,1234,greedy,20260827,9,N20_K2_M12_I9.xlsx,11.2060756683,11.2060756683,14.7965459824,7.61560535431
HDRL,2,20,D-IID,1234,greedy,20260827,10,N20_K2_M12_I10.xlsx,14.1821212769,14.1821203232,18.9183063507,9.445936203
HDRL,2,20,D-IID,1234,greedy,20260827,11,N20_K2_M12_I11.xlsx,8.22757667303,8.2275762558,15.8617687225,0.593384623528
HDRL,2,20,D-IID,1234,greedy,20260827,12,N20_K2_M12_I12.xlsx,10.0804805756,10.0804805756,13.9053106308,6.25565052032
HDRL,2,20,D-IID,1234,greedy,20260827,13,N20_K2_M12_I13.xlsx,15.3299760818,15.3299760818,19.699962616,10.9599895477
HDRL,2,20,D-IID,1234,greedy,20260827,14,N20_K2_M12_I14.xlsx,10.9681892395,10.9681901932,15.6444673538,6.29191112518
HDRL,2,20,D-IID,1234,greedy,20260827,15,N20_K2_M12_I15.xlsx,10.5210084915,10.5210084915,14.584810257,6.45720672607
HDRL,2,20,D-IID,1234,greedy,20260827,16,N20_K2_M12_I16.xlsx,9.51554584503,9.51554584503,15.1361427307,3.89494895935
HDRL,2,20,D-IID,1234,greedy,20260827,17,N20_K2_M12_I17.xlsx,12.590555191,12.5905542374,16.884180069,8.29693031311
HDRL,2,20,D-IID,1234,greedy,20260827,18,N20_K2_M12_I18.xlsx,15.4091587067,15.4091587067,18.6214809418,12.1968364716
HDRL,2,20,D-IID,1234,greedy,20260827,19,N20_K2_M12_I19.xlsx,9.78731107712,9.78731155396,16.52942276,3.04519939423
HDRL,2,20,D-IID,1234,greedy,20260827,20,N20_K2_M12_I20.xlsx,9.12116467953,9.1211643219,16.0121879578,2.23014140129
HDRL,2,20,D-IID,1234,greedy,20260827,21,N20_K2_M12_I21.xlsx,10.4461431503,10.4461431503,15.8586578369,5.03362846375
HDRL,2,20,D-IID,1234,greedy,20260827,22,N20_K2_M12_I22.xlsx,14.2806653976,14.2806653976,16.94947052,11.6118602753
HDRL,2,20,D-IID,1234,greedy,20260827,23,N20_K2_M12_I23.xlsx,15.2106895447,15.210688591,20.6355018616,9.78587722778
HDRL,2,20,D-IID,1234,greedy,20260827,24,N20_K2_M12_I24.xlsx,9.33798712492,9.33798599243,17.9543914795,0.721582770348
HDRL,2,20,D-IID,1234,greedy,20260827,25,N20_K2_M12_I25.xlsx,13.6178660393,13.6178665161,17.1470832825,10.0886487961
HDRL,2,20,D-IID,1234,greedy,20260827,26,N20_K2_M12_I26.xlsx,10.5713176727,10.5713176727,16.7387580872,4.4038772583
HDRL,2,20,D-IID,1234,greedy,20260827,27,N20_K2_M12_I27.xlsx,9.68489408493,9.68489456177,14.7015371323,4.6682510376
HDRL,2,20,D-IID,1234,greedy,20260827,28,N20_K2_M12_I28.xlsx,16.0387687683,16.0387687683,18.1882514954,13.8892860413
HDRL,2,20,D-IID,1234,greedy,20260827,29,N20_K2_M12_I29.xlsx,15.0567140579,15.0567140579,17.3300552368,12.783372879
HDRL,2,20,D-IID,1234,greedy,20260827,30,N20_K2_M12_I30.xlsx,13.0322861671,13.0322856903,17.201341629,8.86323070526
HDRL,2,20,D-IID,1234,greedy,20260827,31,N20_K2_M12_I31.xlsx,9.6891438961,9.68914413452,16.607301712,2.77098608017
HDRL,2,20,D-IID,1234,greedy,20260827,32,N20_K2_M12_I32.xlsx,11.9990754128,11.9990749359,15.8026971817,8.1954536438
HDRL,2,20,D-IID,1234,greedy,20260827,33,N20_K2_M12_I33.xlsx,11.4524698257,11.4524698257,16.03565979,6.86927986145
HDRL,2,20,D-IID,1234,greedy,20260827,34,N20_K2_M12_I34.xlsx,13.5071547031,13.507153511,19.808057785,7.20625162125
HDRL,2,20,D-IID,1234,greedy,20260827,35,N20_K2_M12_I35.xlsx,10.7731714249,10.7731714249,17.919128418,3.62721443176
HDRL,2,20,D-IID,1234,greedy,20260827,36,N20_K2_M12_I36.xlsx,8.09970206022,8.09970188141,14.5451087952,1.65429532528
HDRL,2,20,D-IID,1234,greedy,20260827,37,N20_K2_M12_I37.xlsx,14.4596242905,14.4596242905,17.3609008789,11.558347702
HDRL,2,20,D-IID,1234,greedy,20260827,38,N20_K2_M12_I38.xlsx,12.587934494,12.5879335403,19.3005962372,5.87527275085
HDRL,2,20,D-IID,1234,greedy,20260827,39,N20_K2_M12_I39.xlsx,10.211096406,10.2110967636,19.2471218109,1.17507100105
HDRL,2,20,D-IID,1234,greedy,20260827,40,N20_K2_M12_I40.xlsx,8.02551138401,8.02551078796,13.4857530594,2.56526970863
HDRL,2,20,D-IID,1234,greedy,20260827,41,N20_K2_M12_I41.xlsx,11.7430231571,11.7430238724,16.8484897614,6.63755655289
HDRL,2,20,D-IID,1234,greedy,20260827,42,N20_K2_M12_I42.xlsx,16.9867553711,16.9867553711,18.1778392792,15.795671463
HDRL,2,20,D-IID,1234,greedy,20260827,43,N20_K2_M12_I43.xlsx,7.22097396851,7.22097349167,13.9853830338,0.456564903259
HDRL,2,20,D-IID,1234,greedy,20260827,44,N20_K2_M12_I44.xlsx,9.97460508347,9.9746055603,14.3545541763,5.5946559906
HDRL,2,20,D-IID,1234,greedy,20260827,45,N20_K2_M12_I45.xlsx,9.26538264751,9.26538276672,16.3012046814,2.22956061363
HDRL,2,20,D-IID,1234,greedy,20260827,46,N20_K2_M12_I46.xlsx,9.30851578712,9.30851554871,13.6471385956,4.96989297867
HDRL,2,20,D-IID,1234,greedy,20260827,47,N20_K2_M12_I47.xlsx,10.2456243038,10.2456235886,14.8570737839,5.63417482376
HDRL,2,20,D-IID,1234,greedy,20260827,48,N20_K2_M12_I48.xlsx,7.46931821108,7.46931838989,14.543598175,0.395038247108
HDRL,2,20,D-IID,1234,greedy,20260827,49,N20_K2_M12_I49.xlsx,16.5910458565,16.5910453796,19.9851722717,13.1969194412
HDRL,2,20,D-IID,1234,greedy,20260827,50,N20_K2_M12_I50.xlsx,9.50028371811,9.50028419495,16.3098049164,2.69076251984
HDRL,2,20,D-IID,1234,greedy,20260827,51,N20_K2_M12_I51.xlsx,9.29483985901,9.29483985901,13.6051416397,4.98453807831
HDRL,2,20,D-IID,1234,greedy,20260827,52,N20_K2_M12_I52.xlsx,11.0966682434,11.0966682434,15.2108278275,6.98250865936
HDRL,2,20,D-IID,1234,greedy,20260827,53,N20_K2_M12_I53.xlsx,10.553170681,10.5531711578,17.0307445526,4.07559680939
HDRL,2,20,D-IID,1234,greedy,20260827,54,N20_K2_M12_I54.xlsx,9.75561976433,9.75562000275,14.1966180801,5.31462144852
HDRL,2,20,D-IID,1234,greedy,20260827,55,N20_K2_M12_I55.xlsx,12.1114990711,12.111497879,17.4057674408,6.81723070145
HDRL,2,20,D-IID,1234,greedy,20260827,56,N20_K2_M12_I56.xlsx,11.4555060863,11.4555072784,17.7033576965,5.20765447617
HDRL,2,20,D-IID,1234,greedy,20260827,57,N20_K2_M12_I57.xlsx,8.1374733448,8.13747310638,15.6927204132,0.582226276398
HDRL,2,20,D-IID,1234,greedy,20260827,58,N20_K2_M12_I58.xlsx,13.791934967,13.7919340134,17.1615962982,10.4222736359
HDRL,2,20,D-IID,1234,greedy,20260827,59,N20_K2_M12_I59.xlsx,9.58803749084,9.58803749084,13.1721811295,6.00389385223
HDRL,2,20,D-IID,1234,greedy,20260827,60,N20_K2_M12_I60.xlsx,10.2402505875,10.2402505875,16.295003891,4.18549728394
HDRL,2,20,D-IID,1234,greedy,20260827,61,N20_K2_M12_I61.xlsx,9.25973033905,9.25973129272,15.8433914185,2.67606925964
HDRL,2,20,D-IID,1234,greedy,20260827,62,N20_K2_M12_I62.xlsx,9.0009727478,9.0009727478,14.7192192078,3.28272628784
HDRL,2,20,D-IID,1234,greedy,20260827,63,N20_K2_M12_I63.xlsx,12.3005452156,12.3005466461,18.3759479523,6.22514247894
HDRL,2,20,D-IID,1234,greedy,20260827,64,N20_K2_M12_I64.xlsx,12.9055528641,12.9055528641,18.8899841309,6.92112159729
HDRL,2,20,D-IID,1234,greedy,20260827,65,N20_K2_M12_I65.xlsx,10.7094159126,10.7094173431,18.8710899353,2.54774188995
HDRL,2,20,D-IID,1234,greedy,20260827,66,N20_K2_M12_I66.xlsx,11.8623795509,11.8623790741,16.2425708771,7.48218822479
HDRL,2,20,D-IID,1234,greedy,20260827,67,N20_K2_M12_I67.xlsx,13.0738983154,13.0738983154,17.0386867523,9.10910987854
HDRL,2,20,D-IID,1234,greedy,20260827,68,N20_K2_M12_I68.xlsx,11.9488213062,11.9488210678,18.4487285614,5.44891405106
HDRL,2,20,D-IID,1234,greedy,20260827,69,N20_K2_M12_I69.xlsx,10.2655935287,10.2655925751,15.3724536896,5.15873336792
HDRL,2,20,D-IID,1234,greedy,20260827,70,N20_K2_M12_I70.xlsx,12.8809683323,12.8809690475,17.9241523743,7.83778429031
HDRL,2,20,D-IID,1234,greedy,20260827,71,N20_K2_M12_I71.xlsx,12.2632517815,12.2632522583,17.2852783203,7.24122524261
HDRL,2,20,D-IID,1234,greedy,20260827,72,N20_K2_M12_I72.xlsx,12.4409542084,12.4409542084,17.9831905365,6.89871788025
HDRL,2,20,D-IID,1234,greedy,20260827,73,N20_K2_M12_I73.xlsx,9.2588467598,9.25884628296,16.1777019501,2.33999156952
HDRL,2,20,D-IID,1234,greedy,20260827,74,N20_K2_M12_I74.xlsx,12.0195901394,12.0195913315,17.8772602081,6.16192007065
HDRL,2,20,D-IID,1234,greedy,20260827,75,N20_K2_M12_I75.xlsx,9.12993407249,9.12993431091,14.0346069336,4.2252612114
HDRL,2,20,D-IID,1234,greedy,20260827,76,N20_K2_M12_I76.xlsx,10.7358734608,10.7358722687,17.4987277985,3.97301912308
HDRL,2,20,D-IID,1234,greedy,20260827,77,N20_K2_M12_I77.xlsx,13.3213214874,13.3213205338,17.4296627045,9.21298027039
HDRL,2,20,D-IID,1234,greedy,20260827,78,N20_K2_M12_I78.xlsx,12.6501977444,12.6501979828,17.4853210449,7.81507444382
HDRL,2,20,D-IID,1234,greedy,20260827,79,N20_K2_M12_I79.xlsx,12.4525938034,12.4525938034,17.3842315674,7.52095603943
HDRL,2,20,D-IID,1234,greedy,20260827,80,N20_K2_M12_I80.xlsx,14.3268284798,14.3268280029,16.8560256958,11.7976312637
HDRL,2,20,D-IID,1234,greedy,20260827,81,N20_K2_M12_I81.xlsx,9.511302948,9.511302948,16.6755027771,2.3471031189
HDRL,2,20,D-IID,1234,greedy,20260827,82,N20_K2_M12_I82.xlsx,9.63616967201,9.63616943359,16.8284263611,2.44391298294
HDRL,2,20,D-IID,1234,greedy,20260827,83,N20_K2_M12_I83.xlsx,13.8325166702,13.8325166702,17.0469474792,10.6180858612
HDRL,2,20,D-IID,1234,greedy,20260827,84,N20_K2_M12_I84.xlsx,11.9670000076,11.966999054,17.963104248,5.97089576721
HDRL,2,20,D-IID,1234,greedy,20260827,85,N20_K2_M12_I85.xlsx,10.9298729897,10.9298725128,16.7064418793,5.15330410004
