method,kappa,size,mechanism,decode,n_instances,objective_mean,objective_sd,distance_mean,tardiness_mean,id_degradation_percent_mean,rank
HDRL,3,20,Joint,greedy,100,16.301884478327004,2.655888314781262,23.210310001376996,9.3934589552867,6.509866142737056,2
HDRL,3,20,Joint,sample1280,100,14.9552144372449,2.5206168628661954,21.838150653834997,8.072278220653299,4.942764037232388,2
HDRL,3,20,P-Lognormal,greedy,100,16.215135555271,2.163817280666272,23.472551460267,8.957719650267002,4.629545610494272,3
HDRL,3,20,P-Lognormal,sample1280,100,14.819382300376999,1.7097851813649565,22.114149131779,7.5246154689786,2.7880255754126835,2
HDRL,3,20,P-TruncNormal,greedy,100,15.338748635053998,1.645744254590535,23.064789505004,7.6127077651012005,-0.9226238731416457,2
HDRL,3,20,P-TruncNormal,sample1280,100,14.348934961557998,1.395375782606805,21.778637733454,6.9192321896561,-0.4015864179739671,2
HDRL,3,50,D-AntiDistance,greedy,100,30.636092135907994,2.5827086310836407,48.893073005676996,12.3791112661387,15.986423475898292,6
HDRL,3,50,D-AntiDistance,sample1280,100,27.703331222535997,1.7764744288500631,44.49295650482701,10.9137059402445,14.979334342735738,6
HDRL,3,50,D-Bimodal,greedy,100,31.540825383070995,6.453788801713433,45.05522182465101,18.0264289414862,19.67085903719544,5
HDRL,3,50,D-Bimodal,sample1280,100,27.846576676968,4.9549428594478915,41.444248504639,14.248904849292304,15.698753787728219,4
HDRL,3,50,D-IID,greedy,100,27.451002864237008,4.262408141801141,44.027509346008,10.874496382474996,4.074490586130795,6
HDRL,3,50,D-IID,sample1280,100,24.498125121593997,3.5759672452015634,40.167988624575,8.828261618614771,1.7827423335274941,5
HDRL,3,50,ID,greedy,100,26.579901924137,2.3700734831723964,44.164867935182,8.994935913086,0.0,6
HDRL,3,50,ID,sample1280,100,24.197987644677998,1.7772409929646968,40.572386054990005,7.823589234353299,0.0,5
HDRL,3,50,Joint,greedy,100,28.060332025883998,4.80868602652066,44.75951583862201,11.361148213147912,6.032734130961476,6
HDRL,3,50,Joint,sample1280,100,24.785430170894003,3.890377509561947,40.700968627933,8.86989171385835,2.774803673693607,5
HDRL,3,50,P-Lognormal,greedy,100,27.203468060493,2.4175876805444823,44.61875740051801,9.7881787204757,2.628250099876405,6
HDRL,3,50,P-Lognormal,sample1280,100,24.564448699950002,1.8524999344386701,40.831273956298,8.2976234436046,1.5629256352081777,5
HDRL,3,50,P-TruncNormal,greedy,100,26.463433616157005,2.2082912515417084,43.818814849853,9.108052382471099,-0.21515256392667872,6
HDRL,3,50,P-TruncNormal,sample1280,100,24.149697729344997,1.7612185909288336,40.45500240325799,7.844393055438501,-0.16765016384587045,5
MVMoE,2,20,D-AntiDistance,greedy,100,13.728007841113998,1.371280908114928,19.034278488155,8.4217371940613,20.74113663865925,3
MVMoE,2,20,D-AntiDistance,sample1280,100,12.740240640635001,1.122960226451815,17.848947362902,7.6315339183806,20.913204264338866,5
MVMoE,2,20,D-Bimodal,greedy,100,12.618820967668999,2.31028430314132,17.356510238646,7.881131696702901,10.9876003698947,4
MVMoE,2,20,D-Bimodal,sample1280,100,11.776385504605798,2.171107626544818,16.242412986753,7.3103580224536,11.643372238617806,5
MVMoE,2,20,D-IID,greedy,100,11.298575764894302,2.2560963435895656,16.811957397461,5.78519413232631,-0.5187635312980529,3
MVMoE,2,20,D-IID,sample1280,100,10.5561843335663,2.196905209386136,15.736071758272999,5.37629690885553,0.19294667985795652,5
MVMoE,2,20,ID,greedy,100,11.4503880190891,1.2177539803916262,17.25385736465,5.646918673515,0.0,3
MVMoE,2,20,ID,sample1280,100,10.603647189141402,1.0735540697401298,16.098501434333,5.1087929439546995,0.0,5
MVMoE,2,20,Joint,greedy,100,11.372541240152803,2.027351190983374,17.027369508739998,5.717712971568099,-0.009185581744624614,4
MVMoE,2,20,Joint,sample1280,100,10.568079818188501,1.9742250682784357,15.954539175033,5.181620461344089,0.2634216958073478,5
MVMoE,2,20,P-Lognormal,greedy,100,11.4657119047638,1.2748545164174876,17.116145181656996,5.815278627872299,0.3415789976020438,3
MVMoE,2,20,P-Lognormal,sample1280,100,10.657934496403097,1.0995774073320717,16.082128915791003,5.233740077018901,0.5919837869618112,5
MVMoE,2,20,P-TruncNormal,greedy,100,11.440871224401397,1.2635056224646959,17.130063486096002,5.7516789627072,0.07558240986891133,5
MVMoE,2,20,P-TruncNormal,sample1280,100,10.6222667646374,1.044402589633729,16.112033472063,5.1325000572201,0.2623254217261899,5
MVMoE,2,50,D-AntiDistance,greedy,100,21.027220270636004,1.319410542414894,32.195941543577995,9.858498997684999,19.0116435457271,2
MVMoE,2,50,D-AntiDistance,sample1280,100,19.397122323517,1.1417921193101905,30.031791000365,8.7624536466595,19.70208788325211,2
MVMoE,2,50,D-Bimodal,greedy,100,19.975602930186998,3.7300500326699506,30.219088306431004,9.732117553949347,13.011421870134365,3
MVMoE,2,50,D-Bimodal,sample1280,100,17.924187706113,2.919639304878084,28.332464179995004,7.515911232232951,10.676351143733546,3
MVMoE,2,50,D-IID,greedy,100,18.022580355408003,2.7749938659216253,29.69329057693,6.35187013387927,1.9499268741753526,2
MVMoE,2,50,D-IID,sample1280,100,16.50906574994,2.3163274814959647,27.555535030363004,5.462596469522998,1.7439567658360884,3
MVMoE,2,50,ID,greedy,100,17.743186826707003,1.3544613109395112,29.551179409023998,5.935194244385101,0.0,2
MVMoE,2,50,ID,sample1280,100,16.286270440817,1.3286403851289492,27.302664928435,5.269875953197398,0.0,4
MVMoE,2,50,Joint,greedy,100,18.135888578001,2.5156322400149795,29.701738548284,6.57003860771543,2.774916455800352,3
MVMoE,2,50,Joint,sample1280,100,16.435653788145,2.22670524568853,27.272491531373003,5.598816044926671,1.467269141366684,2
MVMoE,2,50,P-Lognormal,greedy,100,17.995933600664,1.47338229491476,29.704491729736002,6.2873754715927985,1.5260494153448318,3
MVMoE,2,50,P-Lognormal,sample1280,100,16.494101612564002,1.2704273047359176,27.275403251647006,5.712799973488301,1.3564787326391297,4
MVMoE,2,50,P-TruncNormal,greedy,100,17.694296015497,1.3516925509452367,29.383377342231,6.005214688778398,-0.14352054357573268,2
MVMoE,2,50,P-TruncNormal,sample1280,100,16.351623372434002,1.3056221740262381,27.344871826176004,5.358374918699399,0.44582619081728453,4
MVMoE,3,20,D-AntiDistance,greedy,100,18.901459281441003,1.6917435566130008,25.233309803012002,12.569608759883499,22.16227578238274,3
MVMoE,3,20,D-AntiDistance,sample1280,100,17.605865986346,1.3507338287048567,23.788689537050995,11.423042435645204,21.09451186780884,4
MVMoE,3,20,D-Bimodal,greedy,100,17.061266103986,2.6955167694678885,23.626943244932,10.495588963031901,10.267809653407355,3
MVMoE,3,20,D-Bimodal,sample1280,100,16.079170314073,2.6146923498816133,22.053853702543996,10.104486925603899,10.757416342904369,5
MVMoE,3,20,D-IID,greedy,100,16.101342912024,2.8314202965327135,23.322187442776,8.88049838126127,3.9301926723268767,5
MVMoE,3,20,D-IID,sample1280,100,15.0856009840927,2.766524906611018,21.923135013580996,8.2480669546133,3.930455579283008,6
MVMoE,3,20,ID,greedy,100,15.644903690816998,1.7773580141277927,23.353376045229997,7.936431336403,0.0,4
MVMoE,3,20,ID,sample1280,100,14.635707771779003,1.4776966164354384,21.992583065035998,7.278832478522101,0.0,4
MVMoE,3,20,Joint,greedy,100,16.332810364958004,2.588623934984358,23.058645877838998,9.6069748520834,5.80631676341269,3
MVMoE,3,20,Joint,sample1280,100,15.282715473179003,2.616778957282779,22.081329174043,8.48410177231043,5.622628117167291,6
MVMoE,3,20,P-Lognormal,greedy,100,16.065188155174997,1.9393538810285413,23.385734825138,8.7446414852154,2.9135961419934846,2
MVMoE,3,20,P-Lognormal,sample1280,100,15.034717571736996,1.734859390024082,22.185214786529,7.8842203569415,2.743754043369302,5
MVMoE,3,20,P-TruncNormal,greedy,100,15.62625753999,1.6887374252668423,23.263759269716,7.988755810259801,0.11490980555669043,3
MVMoE,3,20,P-TruncNormal,sample1280,100,14.625129153725002,1.439562719825214,21.966191406249,7.284066901205302,0.005229863435720983,5
MVMoE,3,50,D-AntiDistance,greedy,100,29.145885725022005,1.8336852766774627,45.82593807220601,12.465833377841403,12.503084970593031,4
MVMoE,3,50,D-AntiDistance,sample1280,100,26.777661914830006,1.5143861396998055,42.22211177826001,11.333212051396401,13.689158796136908,3
MVMoE,3,50,D-Bimodal,greedy,100,30.702394352556002,5.959714127165742,42.907224006653,18.497564698453,18.49493428762897,4
MVMoE,3,50,D-Bimodal,sample1280,100,27.914570627809002,5.338278845456734,40.055994949338995,15.773146306273603,18.697173699144866,5
MVMoE,3,50,D-IID,greedy,100,26.520574719900996,4.4977165938439105,42.267467803954,10.773681635854468,2.3314065418069028,3
MVMoE,3,50,D-IID,sample1280,100,24.066501137615,3.8527752118915446,39.011520614625006,9.12148166060367,2.3106740238667585,3
MVMoE,3,50,ID,greedy,100,26.068457014558,2.132101031616833,42.988168449401,9.1487455797186,0.0,4
MVMoE,3,50,ID,sample1280,100,23.653772728447002,1.7640018241277975,39.374159355161,7.9333861017239995,0.0,2
MVMoE,3,50,Joint,greedy,100,27.35020078897699,4.74327990238435,42.960521392822,11.73988018512589,5.330877112658392,4
MVMoE,3,50,Joint,sample1280,100,24.391923168301005,4.198171789589321,39.3895923233,9.39425401329971,3.478778383542279,3
MVMoE,3,50,P-Lognormal,greedy,100,26.338641840223005,2.3243274715532283,42.63112564086799,10.046158039570301,1.213911430979828,3
MVMoE,3,50,P-Lognormal,sample1280,100,24.014956103567005,1.924512903171846,39.610402908328,8.419509298801,1.55524944163246,2
MVMoE,3,50,P-TruncNormal,greedy,100,25.750302224161,2.1591327540510505,42.710212516784,8.790391931535202,-1.1005386109300808,2
MVMoE,3,50,P-TruncNormal,sample1280,100,23.635143600704996,1.8152195385950471,39.278247222901,7.9920399785030005,-0.06546865060267183,2
TDRL,2,20,D-AntiDistance,greedy,100,14.553425304894,1.4195998052427699,19.698404569629997,9.408446040150402,21.496430420275647,6
TDRL,2,20,D-AntiDistance,sample1280,100,12.957071776391999,1.1097290310828594,17.820917320251,8.093226232528302,21.55220226459804,6
TDRL,2,20,D-Bimodal,greedy,100,13.197535032337996,2.4040771077312817,18.257724027633,8.137346037031099,10.054270638030346,6
TDRL,2,20,D-Bimodal,sample1280,100,11.848294340668401,2.1884648924741303,16.094266548162,7.60232213318466,10.945282252069296,6
TDRL,2,20,D-IID,greedy,100,11.8827726286643,2.1969773068855853,17.645100584037003,6.1204446733015505,-0.8035804803050547,6
TDRL,2,20,D-IID,sample1280,100,10.647761629228501,2.2136383829227726,15.772513523099999,5.52300973534491,-0.05917188694586507,6
TDRL,2,20,ID,greedy,100,12.080397666696502,1.3982490486181756,17.9839859581,6.1768093752851,0.0,6
TDRL,2,20,ID,sample1280,100,10.732124950883298,1.0984726270563943,16.134266433716,5.329983468055401,0.0,6
TDRL,2,20,Joint,greedy,100,11.9144428831352,2.3037593114565906,17.642268486026,6.1866172802444614,-0.42053387808501613,6
TDRL,2,20,Joint,sample1280,100,10.598521177767498,2.0665399928362174,15.706333074568,5.490709280968849,-0.5799887207115612,6
TDRL,2,20,P-Lognormal,greedy,100,12.070641429423496,1.30623116351252,17.999076805116,6.1422060537353005,0.2744149289727105,6
TDRL,2,20,P-Lognormal,sample1280,100,10.7752975332751,1.1683670186030335,16.057775201795994,5.4928198647501,0.46581252249875216,6
TDRL,2,20,P-TruncNormal,greedy,100,11.9572501790576,1.3038385732534667,17.853981390004,6.0605189681065,-0.7809687886535356,6
TDRL,2,20,P-TruncNormal,sample1280,100,10.7000262367703,1.0453766204826358,16.043954563139998,5.356097910403901,-0.21673990098100834,6
TDRL,2,50,D-AntiDistance,greedy,100,21.596204793455996,1.6852663518423872,32.164978675840004,11.0274309110629,20.54646198499348,5
TDRL,2,50,D-AntiDistance,sample1280,100,19.454803702830002,1.232914700878271,29.920555706020995,8.9890516996372,19.133851597861966,4
TDRL,2,50,D-Bimodal,greedy,100,20.391973076467,3.808285788380197,29.781270427701003,11.00267572522073,13.740858945977674,6
TDRL,2,50,D-Bimodal,sample1280,100,18.309263343808002,3.181971919336131,28.160635929109002,8.457890758514129,12.123881936445159,6
TDRL,2,50,D-IID,greedy,100,18.380294507441,2.7737608903845357,29.484259185787,7.276329829096948,2.450779224957035,5
TDRL,2,50,D-IID,sample1280,100,16.564668518303,2.492508598264024,27.237002868652,5.892334167957927,1.3017638348885894,5
TDRL,2,50,ID,greedy,100,18.016987156865003,1.6480816101592703,29.077450008392002,6.956524305342799,0.0,5
TDRL,2,50,ID,sample1280,100,16.404345681666,1.3310676384643492,27.064409751889,5.7442816114426,0.0,5
TDRL,2,50,Joint,greedy,100,18.349573137466,2.692560281871808,29.279157295230004,7.41998897969653,2.643361462448843,5
TDRL,2,50,Joint,sample1280,100,16.585522164699,2.3725443319077946,27.00187292099201,6.1691714084144,1.5999866561592768,5
TDRL,2,50,P-Lognormal,greedy,100,18.380998300908,1.6803470679913193,29.484908943174002,7.2770876586432,2.172268500580436,6
TDRL,2,50,P-Lognormal,sample1280,100,16.648855412601005,1.3512836468591392,27.304650039674993,5.993060785531901,1.5487282479556004,5
TDRL,2,50,P-TruncNormal,greedy,100,18.108086943624002,1.5755407152507752,29.157803287506,7.058370599746801,0.6432786836647405,5
TDRL,2,50,P-TruncNormal,sample1280,100,16.455051223636,1.33912210221083,27.157420997619003,5.752681449652,0.3353898609722366,6
TDRL,3,20,D-AntiDistance,greedy,100,20.854643654824994,1.5754482018780809,26.224522743227,15.484764566424902,21.011781467912297,6
TDRL,3,20,D-AntiDistance,sample1280,100,17.718914027217,1.271341098872337,24.439278888701,10.998549165726299,21.643255760598095,6
TDRL,3,20,D-Bimodal,greedy,100,19.129723469023002,3.120390493904266,24.507848758699,13.751598179339698,11.237423262857023,6
TDRL,3,20,D-Bimodal,sample1280,100,16.021650732757998,2.505928267651889,22.356805305477998,9.6864961600333,10.188820476468543,3
TDRL,3,20,D-IID,greedy,100,17.864911873342997,3.2285394818988395,24.036034526828004,11.693789219855702,3.6359739172420587,6
TDRL,3,20,D-IID,sample1280,100,14.902372788192999,2.5944391240838134,22.213957786559995,7.5907877898219995,2.4128817806334792,3
TDRL,3,20,ID,greedy,100,17.371388857364,1.7904404616332894,23.954196681977997,10.7885810327567,0.0,6
TDRL,3,20,ID,sample1280,100,14.665163940191002,1.4732453586209293,22.363503360741003,6.966824519635001,0.0,5
TDRL,3,20,Joint,greedy,100,18.064511059525003,3.2872636129329598,23.976555824277998,12.1524662947663,5.044778313044447,6
TDRL,3,20,Joint,sample1280,100,15.127934174533102,2.455305804399512,22.225930843352003,8.0299375057208,4.348158721631158,3
TDRL,3,20,P-Lognormal,greedy,100,18.100330877300998,1.9882158649448112,24.361510372162,11.839151382445802,4.442885529366734,6
TDRL,3,20,P-Lognormal,sample1280,100,14.997549370524998,1.6607576145417813,22.580982418059,7.414116322995901,2.2861049957580537,3
TDRL,3,20,P-TruncNormal,greedy,100,17.352389843462,1.8205137798626545,24.051435813905005,10.653343873022003,0.07451997243099116,6
TDRL,3,20,P-TruncNormal,sample1280,100,14.622404093741002,1.4564114596543052,22.408251724236006,6.836556463240199,-0.24576685394423545,4
TDRL,3,50,D-AntiDistance,greedy,100,29.360739367008996,1.7215141376175824,45.202846794128,13.518631939888499,11.857924807041575,5
TDRL,3,50,D-AntiDistance,sample1280,100,27.288216907977997,1.6009513201281853,42.954778709409,11.621655106549198,13.127192221396003,5
TDRL,3,50,D-Bimodal,greedy,100,31.937025928497,6.728802165449006,42.735100784301,21.138951072692212,21.981212816856495,6
TDRL,3,50,D-Bimodal,sample1280,100,28.768934166429,5.575418397683761,40.401838645937,17.136029686929025,19.42575642269479,6
TDRL,3,50,D-IID,greedy,100,27.200952124597002,4.504189742637183,42.231279907228,12.1706243419664,3.6350023155982196,5
TDRL,3,50,D-IID,sample1280,100,24.728465930225003,3.996258978159297,39.308577842717995,10.14835401773375,2.5546495410004035,6
TDRL,3,50,ID,greedy,100,26.400235862726994,2.174966457033414,42.67304149627799,10.1274302291911,0.0,5
TDRL,3,50,ID,sample1280,100,24.233901299239,1.8185407867170422,39.979803771973,8.4879988265045,0.0,6
TDRL,3,50,Joint,greedy,100,28.019686566592004,5.135216468356465,42.7295803833,13.309792749881051,6.755725985540227,5
TDRL,3,50,Joint,sample1280,100,25.199543902277995,4.315516334536282,39.763742370606,10.63534543395107,4.351205730352068,6
TDRL,3,50,P-Lognormal,greedy,100,27.174730247261994,2.441204311441757,43.086791267396,11.2626692271237,3.0517896750835125,5
TDRL,3,50,P-Lognormal,sample1280,100,24.755057412390002,1.9287657239367164,40.351976776122996,9.158138048649102,2.1842809390245903,6
TDRL,3,50,P-TruncNormal,greedy,100,26.274238435024994,2.073758419846897,42.490988502505,10.057488367557102,-0.34500124225877626,5
TDRL,3,50,P-TruncNormal,sample1280,100,24.207214356661993,1.7774422255976643,39.97184078216699,8.442587931156298,-0.07766490469943552,6
